Marca,Código Marca,Modelo,Código Modelo,Ano,Código Ano
Fiat,21,Tempra SX 2.0 i.e. 8V 4p,628,1996 Gasolina,1996-1
Fiat,21,Tempra Turbo 2.0 i.e. 2p,629,1997 Gasolina,1997-1
Fiat,21,Tempra Turbo 2.0 i.e. 2p,629,1996 Gasolina,1996-1
Fiat,21,Tempra Turbo 2.0 i.e. 2p,629,1995 Gasolina,1995-1
Fiat,21,Tempra Turbo 2.0 i.e. 2p,629,1994 Gasolina,1994-1
Fiat,21,Tipo 1.6 i.e. 2p e 4p,630,1995 Gasolina,1995-1
Fiat,21,Tipo 1.6 i.e. 2p e 4p,630,1994 Gasolina,1994-1
Fiat,21,Tipo 1.6 i.e. 2p e 4p,630,1993 Gasolina,1993-1
Fiat,21,Tipo 1.6 mpi 4p,631,1997 Gasolina,1997-1
Fiat,21,Tipo 1.6 mpi 4p,631,1996 Gasolina,1996-1
Fiat,21,Tipo 2.0 16V 2p/4p,632,1995 Gasolina,1995-1
Fiat,21,Tipo 2.0 SLX 4p,633,1996 Gasolina,1996-1
Fiat,21,Tipo 2.0 SLX 4p,633,1995 Gasolina,1995-1
Fiat,21,Tipo 2.0 SLX 4p,633,1994 Gasolina,1994-1
Fiat,21,Titano Endurance 2.2 16V 4x4 TB Die. Mec,10999,32000 Diesel,32000-3
Fiat,21,Titano Endurance 2.2 16V 4x4 TB Die. Mec,10999,2025 Diesel,2025-3
Fiat,21,Titano Endurance 2.2 16V 4x4 TB Die. Mec,10999,2024 Diesel,2024-3
Fiat,21,Titano Ranch 2.2 16V 4x4 TB Diesel Aut.,11000,32000 Diesel,32000-3
Fiat,21,Titano Ranch 2.2 16V 4x4 TB Diesel Aut.,11000,2025 Diesel,2025-3
Fiat,21,Titano Ranch 2.2 16V 4x4 TB Diesel Aut.,11000,2024 Diesel,2024-3
Fiat,21,Titano Volcano 2.2 16V 4x4 TB Die. Aut.,11001,32000 Diesel,32000-3
Fiat,21,Titano Volcano 2.2 16V 4x4 TB Die. Aut.,11001,2025 Diesel,2025-3
Fiat,21,Toro Blackjack 2.4 16V flex Aut,8046,2019 Gasolina,2019-1
Fiat,21,Toro Blackjack 2.4 16V flex Aut,8046,2018 Gasolina,2018-1
Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,32000 Gasolina,32000-1
Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,2025 Gasolina,2025-1
Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,2024 Gasolina,2024-1
Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,2023 Gasolina,2023-1
Fiat,21,Toro Endurance 1.3 T270 4x2 Flex Aut.,9493,2022 Gasolina,2022-1
Fiat,21,Toro Endurance 1.8 16V Flex Aut.,8236,2022 Gasolina,2022-1
Fiat,21,Toro Endurance 1.8 16V Flex Aut.,8236,2021 Gasolina,2021-1
Fiat,21,Toro Endurance 1.8 16V Flex Aut.,8236,2020 Gasolina,2020-1
Fiat,21,Toro Endurance 1.8 16V Flex Aut.,8236,2019 Gasolina,2019-1
Fiat,21,Toro Endurance 1.8 16V Flex Mec.,8741,2021 Gasolina,2021-1
Fiat,21,Toro Endurance 1.8 16V Flex Mec.,8741,2020 Gasolina,2020-1
Fiat,21,Toro Endurance 2.0 16V 4x4 Diesel Aut.,8742,2022 Diesel,2022-3
Fiat,21,Toro Endurance 2.0 16V 4x4 Diesel Aut.,8742,2021 Diesel,2021-3
Fiat,21,Toro Endurance 2.0 16V 4x4 Diesel Aut.,8742,2020 Diesel,2020-3
Fiat,21,Toro Freedom 1.3 T270 4x2 Flex Aut.,9494,32000 Gasolina,32000-1
Fiat,21,Toro Freedom 1.3 T270 4x2 Flex Aut.,9494,2025 Gasolina,2025-1
Fiat,21,Toro Freedom 1.3 T270 4x2 Flex Aut.,9494,2024 Gasolina,2024-1
Fiat,21,Toro Freedom 1.3 T270 4x2 Flex Aut.,9494,2023 Gasolina,2023-1
Fiat,21,Toro Freedom 1.3 T270 4x2 Flex Aut.,9494,2022 Gasolina,2022-1
Fiat,21,Toro Freedom 1.8 16V Flex Aut.,7475,2021 Gasolina,2021-1
Fiat,21,Toro Freedom 1.8 16V Flex Aut.,7475,2020 Gasolina,2020-1
Fiat,21,Toro Freedom 1.8 16V Flex Aut.,7475,2019 Gasolina,2019-1
Fiat,21,Toro Freedom 1.8 16V Flex Aut.,7475,2018 Gasolina,2018-1
Fiat,21,Toro Freedom 1.8 16V Flex Aut.,7475,2017 Gasolina,2017-1
Fiat,21,Toro Freedom 1.8 16V Flex Aut.,7475,2016 Gasolina,2016-1
Fiat,21,Toro Freedom 2.0 16V 4x2 TB Diesel Mec.,7476,2018 Diesel,2018-3
Fiat,21,Toro Freedom 2.0 16V 4x2 TB Diesel Mec.,7476,2017 Diesel,2017-3
Fiat,21,Toro Freedom 2.0 16V 4x2 TB Diesel Mec.,7476,2016 Diesel,2016-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,10069,2023 Diesel,2023-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,10069,2022 Diesel,2022-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,10069,2021 Diesel,2021-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,10069,2020 Diesel,2020-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,10069,2019 Diesel,2019-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Aut.,10069,2018 Diesel,2018-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Mec.,7477,2018 Diesel,2018-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Mec.,7477,2017 Diesel,2017-3
Fiat,21,Toro Freedom 2.0 16V 4x4 TB Diesel Mec.,7477,2016 Diesel,2016-3
Fiat,21,Toro Freedom 2.4 16V Flex Aut.,7789,2018 Gasolina,2018-1
Fiat,21,Toro Freedom 2.4 16V Flex Aut.,7789,2017 Gasolina,2017-1
Fiat,21,Toro Freedom Road 1.8 16V Flex Aut.,7950,2018 Gasolina,2018-1
Fiat,21,Toro Freedom Road 2.4 16V Flex Aut.,7951,2018 Gasolina,2018-1
Fiat,21,Toro Opening Ed. Plus 1.8 16V Flex Aut.,7921,2017 Gasolina,2017-1
Fiat,21,Toro Opening Edition 1.8 16V Flex Aut.,7478,2017 Gasolina,2017-1
Fiat,21,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,32000 Diesel,32000-3
Fiat,21,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,2025 Diesel,2025-3
Fiat,21,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,2024 Diesel,2024-3
Fiat,21,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,2023 Diesel,2023-3
Fiat,21,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,2022 Diesel,2022-3
Fiat,21,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,2021 Diesel,2021-3
Fiat,21,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,2020 Diesel,2020-3
Fiat,21,Toro Ranch 2.0 16V 4x4 TB Diesel Aut.,10070,2019 Diesel,2019-3
Fiat,21,Toro Ranch 2.2 16V 4x4 TB Diesel Aut.,11346,32000 Diesel,32000-3
Fiat,21,Toro Ranch 2.2 16V 4x4 TB Diesel Aut.,11346,2025 Diesel,2025-3
Fiat,21,Toro Ultra 1.3 16V 4x2 TB Flex Aut.,11347,32000 Gasolina,32000-1
Fiat,21,Toro Ultra 1.3 16V 4x2 TB Flex Aut.,11347,2025 Gasolina,2025-1
Fiat,21,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,32000 Diesel,32000-3
Fiat,21,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,2025 Diesel,2025-3
Fiat,21,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,2024 Diesel,2024-3
Fiat,21,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,2023 Diesel,2023-3
Fiat,21,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,2022 Diesel,2022-3
Fiat,21,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,2021 Diesel,2021-3
Fiat,21,Toro Ultra 2.0 16V 4x4 TB Diesel Aut.,10071,2020 Diesel,2020-3
Fiat,21,Toro Vol. TRIBUTO 125 1.3 T270 Flex Aut.,11280,32000 Gasolina,32000-1
Fiat,21,Toro Vol. TRIBUTO 125 1.3 T270 Flex Aut.,11280,2025 Gasolina,2025-1
Fiat,21,Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,32000 Gasolina,32000-1
Fiat,21,Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,2025 Gasolina,2025-1
Fiat,21,Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,2024 Gasolina,2024-1
Fiat,21,Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,2023 Gasolina,2023-1
Fiat,21,Toro Volcano 1.3 T270 4x2 Flex Aut.,9495,2022 Gasolina,2022-1
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,32000 Diesel,32000-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2025 Diesel,2025-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2024 Diesel,2024-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2023 Diesel,2023-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2022 Diesel,2022-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2021 Diesel,2021-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2020 Diesel,2020-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2019 Diesel,2019-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2018 Diesel,2018-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2017 Diesel,2017-3
Fiat,21,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,7479,2016 Diesel,2016-3
Fiat,21,Toro Volcano 2.2 16V 4x4 TB Diesel Aut.,11348,32000 Diesel,32000-3
Fiat,21,Toro Volcano 2.2 16V 4x4 TB Diesel Aut.,11348,2025 Diesel,2025-3
Fiat,21,Toro Volcano 2.4 16V Flex Aut.,8237,2021 Gasolina,2021-1
Fiat,21,Toro Volcano 2.4 16V Flex Aut.,8237,2020 Gasolina,2020-1
Fiat,21,Toro Volcano 2.4 16V Flex Aut.,8237,2019 Gasolina,2019-1
Fiat,21,Uno 1.6 mpi 2p e 4p,634,1997 Gasolina,1997-1
Fiat,21,Uno 1.6 mpi 2p e 4p,634,1996 Gasolina,1996-1
Fiat,21,Uno 1.6 mpi 2p e 4p,634,1995 Gasolina,1995-1
Fiat,21,Uno 1.6 mpi 2p e 4p,634,1994 Gasolina,1994-1
Fiat,21,Uno 1.6R mpi / 1.6R / 1.5R,635,1994 Gasolina,1994-1
Fiat,21,Uno 1.6R mpi / 1.6R / 1.5R,635,1993 Gasolina,1993-1
Fiat,21,Uno 1.6R mpi / 1.6R / 1.5R,635,1992 Gasolina,1992-1
Fiat,21,Uno 1.6R mpi / 1.6R / 1.5R,635,1991 Gasolina,1991-1
Fiat,21,Uno 1.6R mpi / 1.6R / 1.5R,635,1990 Gasolina,1990-1
Fiat,21,Uno 1.6R mpi / 1.6R / 1.5R,635,1989 Gasolina,1989-1
Fiat,21,Uno 1.6R mpi / 1.6R / 1.5R,635,1988 Gasolina,1988-1
Fiat,21,Uno 1.6R mpi / 1.6R / 1.5R,635,1987 Gasolina,1987-1
Fiat,21,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 2p,5480,2012 Gasolina,2012-1
Fiat,21,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 4p,5240,2012 Gasolina,2012-1
Fiat,21,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 4p,5240,2011 Gasolina,2011-1
Fiat,21,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,6957,2021 Gasolina,2021-1
Fiat,21,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,6957,2020 Gasolina,2020-1
Fiat,21,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,6957,2019 Gasolina,2019-1
Fiat,21,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,6957,2016 Gasolina,2016-1
Fiat,21,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,6957,2015 Gasolina,2015-1
Fiat,21,UNO ATTRACTIVE 1.0 Flex 6V 5p,7732,2017 Gasolina,2017-1
Fiat,21,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 2p,5481,2012 Gasolina,2012-1
Fiat,21,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 4p,5239,2012 Gasolina,2012-1
Fiat,21,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 4p,5239,2011 Gasolina,2011-1
Fiat,21,UNO CIAO 1.0 Fire Flex 8V 5p,9725,2021 Gasolina,2021-1
Fiat,21,Uno City / Smart City 1.0 4p,636,2001 Gasolina,2001-1
Fiat,21,Uno City / Smart City 1.0 4p,636,2001 Álcool,2001-2
Fiat,21,Uno City / Smart City 1.0 4p,636,2000 Gasolina,2000-1
Fiat,21,Uno City / Smart City 1.0 4p,636,2000 Álcool,2000-2
Fiat,21,Uno City / Smart City 1.0 4p,636,1999 Gasolina,1999-1
Fiat,21,Uno City / Smart City 1.0 4p,636,1999 Álcool,1999-2
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1997 Gasolina,1997-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1996 Gasolina,1996-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1996 Álcool,1996-2
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1995 Gasolina,1995-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1995 Álcool,1995-2
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1994 Gasolina,1994-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1993 Gasolina,1993-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1992 Gasolina,1992-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1991 Gasolina,1991-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1990 Gasolina,1990-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1989 Gasolina,1989-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1988 Gasolina,1988-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1987 Gasolina,1987-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1986 Gasolina,1986-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,637,1985 Gasolina,1985-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,638,1996 Gasolina,1996-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,638,1996 Álcool,1996-2
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,638,1995 Gasolina,1995-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,638,1995 Álcool,1995-2
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,638,1994 Gasolina,1994-1
Fiat,21,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,638,1993 Gasolina,1993-1
Fiat,21,Uno CSL 1.6 4p (Argentino),639,1993 Gasolina,1993-1
Fiat,21,Uno CSL 1.6 4p (Argentino),639,1992 Gasolina,1992-1
Fiat,21,Uno CSL 1.6 4p (Argentino),639,1991 Gasolina,1991-1
Fiat,21,UNO DRIVE 1.0 Flex 6V 5p,7952,2021 Gasolina,2021-1
Fiat,21,UNO DRIVE 1.0 Flex 6V 5p,7952,2020 Gasolina,2020-1
Fiat,21,UNO DRIVE 1.0 Flex 6V 5p,7952,2019 Gasolina,2019-1
Fiat,21,UNO DRIVE 1.0 Flex 6V 5p,7952,2018 Gasolina,2018-1
Fiat,21,UNO ECONOMY 1.4 EVO Fire Flex 8V 2p,5664,2013 Gasolina,2013-1
Fiat,21,UNO ECONOMY 1.4 EVO Fire Flex 8V 2p,5664,2012 Gasolina,2012-1
Fiat,21,UNO ECONOMY 1.4 EVO Fire Flex 8V 4p,5665,2014 Gasolina,2014-1
Fiat,21,UNO ECONOMY 1.4 EVO Fire Flex 8V 4p,5665,2013 Gasolina,2013-1
Fiat,21,UNO ECONOMY 1.4 EVO Fire Flex 8V 4p,5665,2012 Gasolina,2012-1
Fiat,21,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 2p,5666,2013 Gasolina,2013-1
Fiat,21,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 2p,5666,2012 Gasolina,2012-1
Fiat,21,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 4p,5667,2014 Gasolina,2014-1
Fiat,21,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 4p,5667,2013 Gasolina,2013-1
Fiat,21,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 4p,5667,2012 Gasolina,2012-1
Fiat,21,UNO EVOLUTION 1.4 Fire Flex 8V 5p,6958,2016 Gasolina,2016-1
Fiat,21,UNO EVOLUTION 1.4 Fire Flex 8V 5p,6958,2015 Gasolina,2015-1
Fiat,21,UNO Furgão 1.0 Fire Flex 8V 3p,7119,2016 Gasolina,2016-1
Fiat,21,UNO Furgão 1.0 Fire Flex 8V 3p,7119,2015 Gasolina,2015-1
Fiat,21,UNO Furgão 1.0 Fire Flex 8V 3p,7119,2014 Gasolina,2014-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2013 Gasolina,2013-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2012 Gasolina,2012-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2011 Gasolina,2011-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2010 Gasolina,2010-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2009 Gasolina,2009-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2008 Gasolina,2008-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2007 Gasolina,2007-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2006 Gasolina,2006-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2005 Gasolina,2005-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2004 Gasolina,2004-1
Fiat,21,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,640,2003 Gasolina,2003-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,2002 Gasolina,2002-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,2001 Gasolina,2001-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,2000 Gasolina,2000-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1999 Gasolina,1999-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1998 Gasolina,1998-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1997 Gasolina,1997-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1996 Gasolina,1996-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1996 Álcool,1996-2
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1995 Gasolina,1995-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1995 Álcool,1995-2
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1994 Gasolina,1994-1
Fiat,21,Uno Furgão 1.5 mpi/i.e.,641,1993 Gasolina,1993-1
Fiat,21,Uno Furgão 1.5/ 1.3,642,1993 Gasolina,1993-1
Fiat,21,Uno Furgão 1.5/ 1.3,642,1992 Gasolina,1992-1
Fiat,21,Uno Furgão 1.5/ 1.3,642,1991 Gasolina,1991-1
Fiat,21,Uno Furgão 1.5/ 1.3,642,1990 Gasolina,1990-1
Fiat,21,Uno Furgão 1.5/ 1.3,642,1989 Gasolina,1989-1
Fiat,21,Uno Furgão 1.5/ 1.3,642,1988 Gasolina,1988-1
Fiat,21,Uno Mille  ELX  2p e 4p,643,1997 Gasolina,1997-1
Fiat,21,Uno Mille  ELX  2p e 4p,643,1996 Gasolina,1996-1
Fiat,21,Uno Mille  ELX  2p e 4p,643,1995 Gasolina,1995-1
Fiat,21,Uno Mille  ELX  2p e 4p,643,1994 Gasolina,1994-1
Fiat,21,Uno Mille 1.0 Electronic 4p,646,1996 Gasolina,1996-1
Fiat,21,Uno Mille 1.0 Electronic 4p,646,1995 Gasolina,1995-1
Fiat,21,Uno Mille 1.0 Electronic 4p,646,1994 Gasolina,1994-1
Fiat,21,Uno Mille 1.0 Electronic 4p,646,1993 Gasolina,1993-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2013 Gasolina,2013-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2012 Gasolina,2012-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2011 Gasolina,2011-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2010 Gasolina,2010-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2009 Gasolina,2009-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2008 Gasolina,2008-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2007 Gasolina,2007-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2006 Gasolina,2006-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2005 Gasolina,2005-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2004 Gasolina,2004-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2003 Gasolina,2003-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,644,2002 Gasolina,2002-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2013 Gasolina,2013-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2012 Gasolina,2012-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2011 Gasolina,2011-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2010 Gasolina,2010-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2009 Gasolina,2009-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2008 Gasolina,2008-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2007 Gasolina,2007-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2006 Gasolina,2006-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2005 Gasolina,2005-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2004 Gasolina,2004-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2003 Gasolina,2003-1
Fiat,21,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,645,2002 Gasolina,2002-1
Fiat,21,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647,1997 Gasolina,1997-1
Fiat,21,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647,1996 Gasolina,1996-1
Fiat,21,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647,1995 Gasolina,1995-1
Fiat,21,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647,1994 Gasolina,1994-1
Fiat,21,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647,1993 Gasolina,1993-1
Fiat,21,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647,1992 Gasolina,1992-1
Fiat,21,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647,1991 Gasolina,1991-1
Fiat,21,Uno Mille 1.0/ i.e./Electronic/Brio 2p,647,1990 Gasolina,1990-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p,4763,2013 Gasolina,2013-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p,4763,2012 Gasolina,2012-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p,4763,2011 Gasolina,2011-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p,4763,2010 Gasolina,2010-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p,4763,2009 Gasolina,2009-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p,4764,2013 Gasolina,2013-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p,4764,2012 Gasolina,2012-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p,4764,2011 Gasolina,2011-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p,4764,2010 Gasolina,2010-1
Fiat,21,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p,4764,2009 Gasolina,2009-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,4316,2013 Gasolina,2013-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,4316,2012 Gasolina,2012-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,4316,2011 Gasolina,2011-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,4316,2010 Gasolina,2010-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,4316,2009 Gasolina,2009-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,4316,2008 Gasolina,2008-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,4317,2013 Gasolina,2013-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,4317,2012 Gasolina,2012-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,4317,2011 Gasolina,2011-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,4317,2010 Gasolina,2010-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,4317,2009 Gasolina,2009-1
Fiat,21,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,4317,2008 Gasolina,2008-1
Fiat,21,Uno Mille EP 2p e 4p,648,1997 Gasolina,1997-1
Fiat,21,Uno Mille EP 2p e 4p,648,1996 Gasolina,1996-1
