,URL,Fabricante,Modelo,Versao,Valor,Cidade,Ano,Combustível,Placa final,KM,Câmbio,Cor,Carroceria,Airbag motorista,Ar-condicionado,Direção hidráulica,Vidros elétricos dianteiros,Travas elétricas,Retrovisores elétricos,Alarme,Freios abs,Bancos de couro,Airbag duplo frontal,Limpador traseiro,Desembaçador traseiro,Câmbio automático,Rodas de liga leve,Tração 4x4,Ar quente,Airbags laterais,Vidros elétricos traseiros,Banco do motorista com regulagem de altura,Ajuste elétrico dos retrovisores,Adaptado para pcd,Sensor de estacionamento dianteiro,Direção elétrica,Kit visibilidade,Sensor de estacionamento traseiro,Aceita troca,Ipva pago,Motorização,Potência (cv),Torque (kgf.m),Velocidade máxima (km/h),Tempo 0-100 (s),Consumo cidade (km/l),Consumo estrada (km/l),Tração,Direção,Suspensão dianteira,Suspensão traseira,Freios dianteiros,Freios traseiros,Altura (mm),Largura (mm),Comprimento (mm),Peso (kg),Tanque (L),Entre-eixos (mm),Porta-Malas (L),Ocupantes,Cd player,Computador de bordo,Baixa quilometragem,Único dono,Airbags de cortina,Cintos três-pontos para todos os ocupantes,Controle de tração,Controle eletrônico de estabilidade (esc),Chave presencial,Encostos de cabeça no banco traseiro,Retrovisores com rebatimento elétrico,Volante com regulagem de altura e profundidade,Volante multifuncional,Bluetooth,Entradas usb,Rádio,Assistente de subida em rampa,Carregador de celular por indução,Câmera de ré,Espelhamento de celular,Farol de neblina,Fixação para cadeirinhas infantis (isofix),Start-stop,Central multimídia,Teto solar,Piloto automático adaptativo (acc),Alerta de ponto cego,Alerta de tráfego traseiro cruzado,Acendimento automático dos faróis,Banco do motorista com ajuste elétrico,Banco do motorista com aquecimento,Banco traseiro bipartido,Banco traseiro rebatível,Luz de cortesia no porta-luvas,Luz de cortesia no porta-malas,Regulagem de altura do facho dos faróis,Retrovisor interno eletrocrômico,Saídas de ar-condicionado na segunda fileira,Volante com regulagem de altura,Ar-condicionado digital,Farol alto automático,Faróis de led,Luz de condução diurna (drl),Brake light,Trio elétrico,Distribuição eletrônica de frenagem (ebd),Airbag central,Nenhuma batida,Parece novo,Pneus novos,Veículo de não fumante,Revisões realizadas,Pronta entrega,Laudo cautelar aprovado,Licenciado esse ano,Possui vistoria,Limitador de velocidade,Frenagem autônoma de emergência (aeb),Gps,Sensor de chuva,Sensor de farol,Cd player com mp3,Saldão,Possui multas,Porta-copos,Aerofólio,Garantia de fábrica,Protetor de caçamba,Capota marítima,Wi-fi,Volante com acabamento em couro,Alerta de cinto para condutor,Alerta de cinto para passageiro da primeira fila,Ar-condicionado digital de 2 zonas,7 lugares,Garantia de 1 ano,Assistente de descida,Para-choque na cor do veículo,Cluster digital,Computador de bordo digital,Chave canivete,Descanso de braço na primeira fileira,Tração dianteira,Vidros elétricos traseiros one touch,Vidros elétricos dianteiros one touch,Pneus de uso misto,Encomenda,Vidros elétricos dianteiros antiesmagamento,Vidros elétricos traseiros antiesmagamento,Airbag de joelho,Airbag de capô,Android auto sem fio,Apple carplay,Apple carplay sem fio,Câmera 360º,Seta no retrovisor,Sistema de conectividade,Rodas de aço com calotas,Android auto,Teto panorâmico,Kit multimídia com tv,Toca fitas,Mylink,Trava multilock,Airbags traseiros,Friso lateral,Caçamba de fibra,Auto hold,Ancoragem de cadeiras infantis,Farol de milha,Barras longitudinais no teto,Estepe integral,Tração traseira,Kit gnv,Apoio de cabeça para passageiros da segunda fileira,Partida por botão,Certificado,Faróis de xenônio,Estepe temporário,Pneus run flat,Leitor de placa,Assistente de manutenção de faixa,Faróis com projetor,Alerta de mudança de faixa,Capa de banco,Tração 4x4 reduzida,Entrada usb no banco de trás,Alerta de cinto para todos os ocupantes	,Lanternas traseiras de led,Sensor crepuscular,Banco do passageiro com ajuste elétrico,Veículo alienado,Bancos dianteiros com aquecimento,Pneus de uso off-road,Park assist paralelo,Calha de chuva,Freio a disco dianteiro,Ar quente (ar-condicionado)
961,https://www.mobiauto.com.br/comprar/carros/ba-salvador/ford/ecosport/2015/ecosport-titanium-2-0-16v-powershift-flex/detalhes/9334519?page=detail&undefined,Ford,EcoSport,Ecosport Titanium 2.0 16V Powershift (Flex),R$ 56.700,Salvador - BA,2014/2015,Flex,9,52.890,Automática,Branco,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,,,Sim,,,,,Sim,2.0,147 (E) / 140 (G),19.7 (E) / 18.9 (G),180 (E) / 180 (G),9.9 (E),6.6 (E) / 9.7 (G),11.5 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1696,1765,4241,1316,52,2521,362,5,Sim,Sim,,Sim,,,Sim,,,,,,,,Sim,Sim,,,,,Sim,,,,,Sim,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,,,Sim,,,Sim,,,,,Sim,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,https://www.mobiauto.com.br/comprar/carros/ba-salvador/jeep/renegade/2016/longitude-1-8-4x2-aut-flex/detalhes/9396673?page=detail&undefined,Jeep,Renegade,Longitude 1.8 4x2 (Aut) (Flex),R$ 69.700,Salvador - BA,2015/2016,Flex,9,79.890,Automática,Branco,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Sim,,,Sim,,,,,Sim,1.7,132 (E) / 130 (G),19.1 (E) / 18.6 (G),181 (E) / 179 (G),11.5 (E),6.5 (E) / 9.4 (G),7.2 (E) / 11.5 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo McPherson e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Discos ventilados,Discos sólidos,1705,1798,4232,1440,60,2570,260,5,,Sim,,Sim,,,Sim,,,,,,,,Sim,,,,,,Sim,,,Sim,,Sim,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,,,Sim,,,Sim,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,https://www.mobiauto.com.br/comprar/carros/ba-salvador/chevrolet/onix-plus/2020/1-0-ltz-turbo-flex-aut/detalhes/9370116?page=detail&undefined,Chevrolet,Onix Plus,1.0 LTZ Turbo Flex (Aut),R$ 75.700,Salvador - BA,2020/2020,Flex,0,68.890,Automática,Prata,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,,Sim,,Sim,Sim,,,Sim,Sim,,,,Sim,1.0,116 (F),16.8 (F),N/C,- (F),12 (F),15.7 (F),Dianteira,,,,,,1470,1730,4474,,44,2600,469,5,,Sim,,Sim,,,,,,,,,,,Sim,Sim,,,,,Sim,,,Sim,,Sim,,,,,,,,,,,,,Sim,,,,,,Sim,,,,,,,Sim,,,Sim,,,,Sim,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,https://www.mobiauto.com.br/comprar/carros/ba-salvador/audi/q3/2016/1-4-tfsi-attraction-s-tronic/detalhes/9370295?page=detail&undefined,Audi,Q3,1.4 TFSI Attraction S Tronic,R$ 99.700,Salvador - BA,2016/2016,Gasolina,0,64.890,Automatizado,Azul,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,,Sim,Sim,,Sim,,,,,Sim,1.4,150 (G),25.5 (G),204 (G),8.9 (G),N/C,N/C,dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.",,Quatro freios à disco com dois discos ventilados.,,1590,1831,4385,1405,64,2603,460,5,Sim,Sim,,Sim,,,Sim,,,,,,,,Sim,Sim,,,,,Sim,,,,Sim,Sim,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,,,Sim,,,Sim,,,,Sim,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,https://www.mobiauto.com.br/comprar/carros/ba-salvador/chevrolet/montana/2017/ls-1-4-flex/detalhes/9208634?page=detail&undefined,Chevrolet,Montana,LS 1.4 (Flex),R$ 46.700,Salvador - BA,2017/2017,Flex,0,96.890,Manual,Prata,Picapes,Sim,Sim,Sim,Sim,Sim,,,Sim,,Sim,,,,,,Sim,,,Sim,Sim,,,,,,,,1.4,99 (E) / 94 (G),13.1 (E) / 12.9 (G),170 (E),10.4 (E),7.5 (E) / 11.3 (G),8.4 (E) / 12.6 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam) e traseira com barra estabilizadora, roda tipo semi-independente e molas feixe de lâminas.",Dois freios à disco ventilados,Tambor ,1577,1700,4514,1097,49,2669,1152,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,https://www.mobiauto.com.br/comprar/carros/ba-salvador/hyundai/hb20x/2017/style-1-6-flex/detalhes/9022123?page=detail&undefined,Hyundai,HB20X,Style 1.6 (Flex),R$ 59.990,Salvador - BA,2017/2017,Flex,3,62.000,Manual,Prata,Hatch,,Sim,,Sim,,,Sim,Sim,,Sim,Sim,Sim,,Sim,,Sim,,Sim,Sim,Sim,,,,,,,,1.6,128 (E) / 122 (G),16.5 (E) / 16 (G),183 (E) / 179 (G),9.8 (E),8.3 (E) / 11.6 (G),13.4 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1550,1710,3955,1082,50,2500,300,5,,Sim,,,,,,,,,,Sim,Sim,Sim,Sim,Sim,,,,,Sim,Sim,,,,,,,,,,,Sim,,Sim,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,https://www.mobiauto.com.br/comprar/carros/ba-salvador/hyundai/hb20s/2019/1-0-comfort-plus-flex/detalhes/8968860?page=detail&undefined,Hyundai,HB20S,1.0 Comfort Plus (Flex),R$ 61.990,Salvador - BA,2019/2019,Flex,1,55.000,Manual,Branco,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,,,,,,Sim,,,,,,,,,,1.0,80 (E) / 75 (G),10.2 (E) / 9.4 (G),162 (E) / 159 (G),14.6 (E),8.5 (E) / 12 (G),14 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1470,1680,4230,1010,50,2500,450,5,,Sim,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,https://www.mobiauto.com.br/comprar/carros/ba-salvador/fiat/argo/2021/1-0-flex/detalhes/8912732?page=detail&undefined,Fiat,Argo,1.0 (Flex),R$ 58.990,Salvador - BA,2021/2021,Flex,6,57.000,Manual,Prata,Hatch,,Sim,,Sim,Sim,,Sim,Sim,,Sim,,,,,,Sim,,,,,,,Sim,,,,,1.0,77 (E) / 72 (G),10.9 (E) / 10.4 (G),162 (E) / 157 (G),13.4 (E),9.6 (E) / 13.6 (G),10.6 (E) / 15.1 (G),dianteira,Elétrica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco ventilados,Tambor ,1503,1724,3998,1105,48,2521,300,5,,Sim,,,,Sim,,,,Sim,,,,,,,,,,,,Sim,,,,,,,,,,,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,https://www.mobiauto.com.br/comprar/carros/ba-salvador/hyundai/hb20/2015/1-0-comfort-flex/detalhes/8904726?page=detail&undefined,Hyundai,HB20,1.0 Comfort (Flex),R$ 46.990,Salvador - BA,2015/2015,Flex,9,47.000,Manual,Branco,Hatch,Sim,Sim,Sim,,,,,Sim,,Sim,Sim,,,,,Sim,,,Sim,,,,,,,,,1.0,80 (E),10.2 (E),160 (E),14.9 (E),8.3 (E) / 11.8 (G),9.8 (E) / 14 (G),Dianteira,Hidráulica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal",Suspensão tipo eixo de torção e molas helicoidal,Dois freios à disco ventilados,Tambor ,1470,1680,3900,953,50,2500,300,5,,Sim,,,,,,,,,,,Sim,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,https://www.mobiauto.com.br/comprar/carros/ba-salvador/hyundai/hb20s/2022/evolution-bluelink-1-0/detalhes/8739151?page=detail&undefined,Hyundai,HB20S,Evolution Bluelink 1.0,R$ 69.990,Salvador - BA,2021/2022,Flex,5,53.000,Manual,Prata,Sedan,,Sim,,Sim,Sim,,Sim,Sim,,Sim,,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,,,Sim,,Sim,,,1.0,80 (E) / 75 (G),10.2 (E) / 9.4 (G),162 (E) / 162 (G),14.5 (E) / 14.5 (G),10 (E) / 13.7 (G),10.6 (E) / 15.2 (G),Dianteira,Elétrica,"Independente, McPherson com mola helicoidal",Eixo de torção com mola helicoidal,Discos ventilados,Tambor,1470,1720,4260,1015,50,2530,475,5,,Sim,,,,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,Sim,,,,,Sim,,,,Sim,Sim,Sim,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,https://www.mobiauto.com.br/comprar/carros/ba-salvador/renault/duster/2017/1-6-16v-expression-flex/detalhes/8270459?page=detail&undefined,Renault,Duster,1.6 16V Expression (Flex),R$ 65.990,Salvador - BA,2017/2017,Flex,3,48.000,Manual,Preto,SUV,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,Sim,Sim,,,,,,Sim,,,,,,,,,,1.6,120 (E) / 118 (G),16.1 (E) / 16.1 (G),166 (E) / 165 (G),11.8 (E),7 (E) / 10.2 (G),10.8 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1683,1822,4329,1202,50,2674,475,5,Sim,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,https://www.mobiauto.com.br/comprar/carros/ba-salvador/caoa-chery/tiggo-3x/2022/pro-1-0-turbo-aut/detalhes/7282116?page=detail&undefined,CAOA Chery,Tiggo 3X,Pro 1.0 Turbo (Aut),R$ 91.720,Salvador - BA,2022/2022,Flex,5,25.162,Automática,Branco,,,Sim,,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Sim,,,Sim,,,Sim,,,1.0,120 (E) / 117 (G),19.2 (E) / 18.7 (G),175 (E) / 175 (G),13 (E) / 13 (G),6.9 (E) / 10 (G),8.2 (E) / 11.9 (G),Dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal",Suspensão tipo eixo de torção e molas helicoidal,Dois freios à disco ventilados,Dois freios à disco sólidos,1570,1760,4200,1260,50,2555,420,5,,Sim,,,,,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,,,,,,,,,Sim,Sim,,,,,,Sim,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,https://www.mobiauto.com.br/comprar/carros/ba-salvador/renault/sandero-stepway/2018/1-6-16v-sce-easy-r-flex/detalhes/6368863?page=detail&undefined,Renault,Sandero Stepway,1.6 16V SCe Easy-R (Flex),R$ 53.890,Salvador - BA,2017/2018,Flex,0,73.890,Automática,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,Sim,,,Sim,Sim,,,,,1.6,118 (F) / 115 (G),15.9 (F) / 15.9 (G),185 (F) / 182 (G),9.8 (F),7.7 (F) / 11.5 (G),12 (F),dianteira,,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1559,1761,4066,1107,50,2590,320,5,,Sim,,,,,,,,,,,,,Sim,Sim,,,,,Sim,,,Sim,,Sim,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,https://www.mobiauto.com.br/comprar/carros/ba-salvador/volkswagen/gol/2020/1-0-12v-flex/detalhes/6181988?page=detail&undefined,Volkswagen,Gol,1.0 12v (Flex),R$ 55.900,Salvador - BA,2020/2020,Flex,1,1,Manual,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,,,Sim,,Sim,Sim,Sim,,,,,,,,,,,,,,,,1.0,84 (E) / 75 (G),10.401105 (E) / 9.6873045 (G),167 (E) / 168 (G),13.1 (E),9.1 (E) / 13.3 (G),10.1 (E) / 14.4 (G),dianteira,,,,Dois freios à disco com dois discos ventilados,,1474,1893,3892,976,55,2467,285,5,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,https://www.mobiauto.com.br/comprar/carros/ba-salvador/fiat/toro/2021/freedom-1-8-at6-4x2-flex/detalhes/9278569?page=detail&undefined,Fiat,Toro,Freedom 1.8 AT6 4x2 (Flex),R$ 105.900,Salvador - BA,2021/2021,Flex,9,300,Automática,Branco,Picapes,,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,,,,,Sim,,,1.8,139 (E) / 135 (G),19.3 (E) / 18.8 (G),175 (E) / 172 (G),12.2 (E),6.5 (E) / 7.8 (G),9.6 (E) / 11.2 (G),Dianteira,Elétrica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Dois freios à disco ,Dois freios à disco ,1735,1844,4915,1619,60,2990,,5,,Sim,,,,Sim,Sim,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,Sim,,,,,,,,,,Sim,Sim,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,,,,,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,https://www.mobiauto.com.br/comprar/carros/ba-salvador/fiat/toro/2020/endurance-1-8-at6-flex-aut/detalhes/9278513?page=detail&undefined,Fiat,Toro,Endurance 1.8 AT6 FLEX (Aut),R$ 93.900,Salvador - BA,2020/2020,Flex,1,300,Automática,Branco,Picapes,,Sim,,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,,,Sim,,Sim,Sim,,,,Sim,,,,,1.8,139 (E) / 135 (G),19.3 (E) / 18.8 (G),175 (E) / 172 (G),12.2 (E),5.8 (E) / 8.3 (G),10.5 (E),dianteira,Elétrica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1735,1844,4915,1619,60,2990,,5,,Sim,,,,Sim,Sim,Sim,,Sim,,Sim,,,,,Sim,,,,,Sim,Sim,,,,,,,,,Sim,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,https://www.mobiauto.com.br/comprar/carros/ba-salvador/toyota/etios/2014/x-1-3-flex/detalhes/9511483?page=detail&undefined,Toyota,Etios,X 1.3 (Flex),R$ 36.700,Salvador - BA,2013/2014,Flex,7,109.850,Manual,Cinza,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,,,,Sim,,Sim,Sim,,,Sim,,,,,Sim,1.3,90 (E) / 84 (G),12.8 (E) / 11.9 (G),170 (E),11.8 (E),8.5 (E) / 12.5 (G),13 (E),dianteira,,,"Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1510,1695,3777,940,45,2460,270,5,,Sim,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,,,Sim,,,Sim,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,https://www.mobiauto.com.br/comprar/carros/ba-salvador/caoa-chery/tiggo-2/2021/look-1-5-16v-flex/detalhes/9461561?page=detail&undefined,CAOA Chery,Tiggo 2,Look 1.5 16V (Flex),R$ 66.700,Salvador - BA,2021/2021,Flex,0,29.890,Manual,Cinza,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,,Sim,,,,,Sim,,,Sim,,,,,,1.5,115 (E) / 110 (G),14.8878565 (E) / 13.766169 (G),N/C,- (E),7.7 (E) / 10.9 (G),8.8 (E) / 12.3 (G),dianteira,,,,Quatro freios à disco com dois discos ventilados,,1570,1760,4200,1240,50,2555,420,5,,Sim,,Sim,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,https://www.mobiauto.com.br/comprar/carros/ba-salvador/fiat/strada/2021/endurance-1-4-cs-flex/detalhes/9227489?page=detail&undefined,Fiat,Strada,Endurance 1.4 CS (Flex),R$ 77.700,Salvador - BA,2021/2021,Flex,8,59.850,Manual,Branco,Picapes,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,,,,,Sim,,,,,,,,,,,,,N/C,N/C,N/C,- (F),N/C,N/C,,Hidráulica,,,Dois freios Ã  disco com dois discos ventilados,,,,,,,,,,,Sim,,Sim,,Sim,Sim,Sim,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,,Sim,,,,Sim,,,,,,,,,Sim,,,,,,,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,https://www.mobiauto.com.br/comprar/carros/ba-salvador/renault/sandero/2018/dynamique-easy-r-1-6-16v-sce-flex/detalhes/9227535?page=detail&undefined,Renault,Sandero,Dynamique Easy-r 1.6 16V SCe (Flex),R$ 51.890,Salvador - BA,2017/2018,Flex,7,79.800,Automática,Branco,Hatch,Sim,,,Sim,Sim,Sim,Sim,Sim,Sim,,,,,Sim,,Sim,,,Sim,,,Sim,,,,,Sim,1.6,118 (E) / 115 (G),15.9 (E) / 15.9 (G),185 (E) / 182 (G),9.8 (E),8.1 (E) / 11.8 (G),12.8 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1536,1733,4060,1056,50,2590,320,5,,Sim,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,,,Sim,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,https://www.mobiauto.com.br/comprar/carros/ba-salvador/chevrolet/montana/2016/ls-1-4-flex/detalhes/8120217?page=detail&undefined,Chevrolet,Montana,LS 1.4 (Flex),R$ 47.900,Salvador - BA,2016/2016,Flex,9,127.000,Manual,Branco,Picapes,Sim,,Sim,Sim,Sim,,,Sim,,Sim,,,,,,,,,Sim,,,,,,,,,1.4,102 (E) / 97 (G),13.4 (E) / 13.2 (G),170 (E) / 168 (G),12.8 (E),7.1 (E) / 10.4 (G),8.3 (E) / 12 (G),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam) e traseira com barra estabilizadora, roda tipo semi-independente e molas feixe de lâminas.",Dois freios à disco ventilados,Tambor ,1578,1700,4514,1089,56,2669,1152,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
