,URL,Fabricante,Modelo,Versao,Valor,Cidade,Ano,Combustível,Placa final,KM,Câmbio,Cor,Carroceria,Desembaçador do vidro traseiro,Computador de bordo,Aceita troca,Pronta entrega,Motorização,Potência (cv),Torque (kgf.m),Velocidade máxima (km/h),Tempo 0-100 (s),Consumo cidade (km/l),Consumo estrada (km/l),Tração,Direção,Suspensão dianteira,Suspensão traseira,Freios dianteiros,Freios traseiros,Altura (mm),Largura (mm),Comprimento (mm),Peso (kg),Tanque (L),Entre-eixos (mm),Porta-Malas (L),Ocupantes,Desembaçador traseiro,Airbag para motorista,Direção elétrica,Volante multifuncional,Airbag central,Ar condicionado digital,Veículo de não fumante,Revisões realizadas,Laudo cautelar aprovado,Possui vistoria,Ar condicionado,Controle elétrico do vidros dianteiros,Travas elétricas,Retrovisores elétricos,Alarme,Freios abs,Bancos revestidos de couro,Airbags frontais,Câmbio automático,Rodas de liga leve,Piloto automático adaptativo,Airbags laterais,Controle elétrico do vidros traseiros,Distribuição eletrônica de frenagem (ebd),Volante com ajuste de altura,Conexão usb,Rádio,Sensores de estacionamento dianteiro,Faróis de neblina,Central multimídia,Nenhuma batida,Único dono,Pneus novos,Airbag duplo frontal,Airbag motorista,Ar-condicionado,Volante com regulagem de altura,Entradas usb,Bancos de couro,Vidros elétricos dianteiros,Vidros elétricos traseiros,Farol de neblina,Piloto automático adaptativo (acc),Sensor de estacionamento dianteiro,Direção hidráulica,Limpador do vidro traseiro,Cd player,Ar quente,Banco do motorista com ajuste de altura,Brake light,Conexão bluetooth,Parece novo,Limpador traseiro,Trio elétrico,Sistema star-stop,Ajuste elétrico dos retrovisores,Ipva pago,Saldão,Aerofólio,Alerta de cinto para passageiro da primeira fila,Baixa quilometragem,Licenciado esse ano,Isofix para fixação de cadeira infantil,Banco traseiro bipartido,Banco traseiro rebatível,Cintos de três pontos para todos os ocupantes,Encosto de cabeça para todos os ocupantes,Cintos três-pontos para todos os ocupantes,Encostos de cabeça no banco traseiro,Fixação para cadeirinhas infantis (isofix),Kit visibilidade,Controle de tração,Câmera de ré,Assistente de partida em rampa,Apple carplay,Limitador de velocidade,Alerta de cinto para condutor,Controle eletrônico de estabilidade,Luz no porta-luvas,Volante com ajuste de profundidade,Controle eletrônico de estabilidade (esc),Luz de cortesia no porta-luvas,Volante com regulagem de altura e profundidade,Banco do motorista com regulagem de altura,Assistente de subida em rampa,Start-stop,Garantia de fábrica,Sensor de chuva,Sensor de farol,Cd player com mp3,Tração 4x4,Adaptado para pcd,Sensores de estacionamento traseiro,Acendimento automático dos faróis,Teto solar,Rodas de aço com calotas,Protetor de caçamba,Chave canivete,Garantia de 1 ano,Sensor de estacionamento traseiro,Bluetooth,Navegador gps,Airbags de cortina,Alerta de mudança de faixa,Frenagem autônoma de emergência,Controle automático de descida,Roteador wi-fi,Luz de condução diurna,Espelhamento da tela do celular,Retrovisores rebatíveis eletricamente,Retrovisor interno fotocrômico,Assistente de descida,Frenagem autônoma de emergência (aeb),Retrovisor interno eletrocrômico,Retrovisores com rebatimento elétrico,Espelhamento de celular,Gps,Luz de condução diurna (drl),Wi-fi,Chave presencial,Luz no porta-malas,Luz de cortesia no porta-malas,Para-choque na cor do veículo,Entrada usb no banco de trás,Tração dianteira,Friso lateral,Porta-copos,Assistente de permanência em faixa,Alerta de ponto cego,Android auto sem fio,Faróis de led,Carregador de celular por indução,Apoio de braço para o motorista,Assistente de manutenção de faixa,Descanso de braço na primeira fileira,Android auto,Vidros elétricos dianteiros one touch,Estepe integral,Mylink,Sistema de conectividade veicular,Possui multas,Volante com acabamento em couro,Encomenda,Capota marítima,Sensor crepuscular,Tração 4x4 reduzida,Tração traseira,Vidros elétricos dianteiros antiesmagamento,Vidros elétricos traseiros one touch,Vidros elétricos traseiros antiesmagamento,Seta no retrovisor,Troca de marchas no volante,Auto hold,Sensor de estacionamento lateral,Saídas de ar condicionado na segunda fileira,Sistema de conectividade,Câmera 360°,Partida por botão,Terceira fileira de bancos,7 lugares,Airbags traseiros,Farol alto automático,Computador de bordo digital,Alerta de cinto para todos os ocupantes	,Ar condicionado digital de 2 zonas,Reconhecimento de placas de trânsito,Pneus de uso misto,Blindagem,Kit multimídia com tv,Banco do motorista com aquecimento,Banco do passageiro com aquecimento,Banco do motorista com ajuste elétrico,Trava multilock,Alerta de tráfego traseiro cruzado,Saídas de ar-condicionado na segunda fileira,Toca fitas,Ar-condicionado digital,Teto panorâmico,Veículo alienado,Farol de milha,Kit gnv,Apoio de cabeça para passageiros da segunda fileira,Ar condicionado digital de 3 zonas,Airbags de joelho,Banco do passageiro com ajuste elétrico,Caçamba de fibra,Estepe temporário,Barras longitudinais no teto,Cluster digital,Regulagem de altura do facho dos faróis,Certificado,Faróis com ajuste de altura,Ar-condicionado digital de 2 zonas,Faróis de xenônio,Câmera 360º,Capa de banco,Lanternas traseiras de led,Faróis com projetor,Ancoragem de cadeiras infantis,Apoio de braço no banco traseiro,Monitoramento de pressão dos pneus,Park assist,Faróis de led matrix,Apple carplay sem fio,Calha de chuva,Alças de segurança no teto,Freio a disco dianteiro
162,https://www.mobiauto.com.br/comprar/carros/ba-salvador/volkswagen/amarok/2020/3-0-cd-4x4-tdi-highline-aut/detalhes/12073510?page=detail,Volkswagen,Amarok,3.0 CD 4x4 TDi Highline (Aut),R$ 162.900,Salvador - BA,2019/2020,Diesel,1,103.335,Automática,Cinza,Picapes,,Sim,,,3.0,225 (D),57.2 (D),N/C,- (D),N/C,N/C,4x4,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam), roda tipo rígida e molas feixe de lâminas.",Dois freios à disco com dois discos ventilados.,,1834,1944,5254,,,3097,,,,Sim,,,,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,,,,,Sim,,Sim,Sim,,Sim,,,,,,,,,,,,,,,Sim,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,Sim,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,https://www.mobiauto.com.br/comprar/carros/ba-salvador/volkswagen/jetta/2019/1-4-250-tsi-comfortline/detalhes/12073509?page=detail,Volkswagen,Jetta,1.4 250 TSI Comfortline,R$ 96.900,Salvador - BA,2019/2019,Flex,1,76.159,Automática,Cinza,Sedan,,Sim,,,1.4,150 (G) / 116 (G),25.5 (G) / 17.7 (G),203 (G) / 191 (G),8.6 (G),10.4 (G),13.8 (G),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1474,1799,4702,1373,55,2688,510,5,,Sim,,,,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,,,,,Sim,,Sim,Sim,,Sim,,,,,,,,,,,,,,,Sim,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,https://www.mobiauto.com.br/comprar/carros/ba-lauro-de-freitas/renault/logan/2012/expression-1-0-16v-flex/detalhes/12306130?page=detail,Renault,Logan,Expression 1.0 16V (flex),R$ 29.900,Lauro de Freitas - BA,2011/2012,Flex,2,218.213,Manual,Prata,Sedan,,,,,1.0,77 (E) / 76 (G),10.09519 (E) / 9.891247 (G),161 (E) / 160 (G),14.2 (E),8.7 (E),11.9 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco.,,1534,1740,4288,1025,50,2630,510,5,Sim,,,,,,,,,,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,https://www.mobiauto.com.br/comprar/carros/ba-lauro-de-freitas/chevrolet/montana/2012/ls-1-4-flex/detalhes/12285637?page=detail,Chevrolet,Montana,LS 1.4 (Flex),R$ 36.900,Lauro de Freitas - BA,2011/2012,Flex,8,160.745,Manual,Branco,Picapes,,,,,1.4,102 (E) / 97 (G),13.4 (E) / 13.2 (G),170 (E) / 168 (G),12.1 (E),6.8 (E) / 9.5 (G),8.2 (E) / 11.4 (G),Dianteira,Elétrica,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo transversal (beam) e traseira com barra estabilizadora, roda tipo semi-independente e molas feixe de lâminas.",Dois freios à disco ventilados,Dois freios à disco sólidos,1578,1700,4514,1092,54,2669,1152,2,,,Sim,,,,,,,,Sim,,Sim,,,Sim,,,,,,,,Sim,,,,,,,,,,Sim,Sim,,,,,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,https://www.mobiauto.com.br/comprar/carros/ba-lauro-de-freitas/chevrolet/onix/2020/lt-1-0-turbo-flex/detalhes/12283333?page=detail,Chevrolet,Onix,LT 1.0 Turbo (Flex),R$ 68.900,Lauro de Freitas - BA,2020/2020,Flex,8,35.122,Manual,Prata,Hatch,,Sim,,,1.0,116 (E) / 116 (G),16.8 (E) / 16.3 (G),N/C,- (E),9.4 (E) / 11.2 (G),13.5 (E) / 16 (G),dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Disco ventilado,Tambor,1476,1731,4163,1075,44,2551,291,5,Sim,Sim,Sim,Sim,,,,,,,Sim,,Sim,,Sim,Sim,,Sim,,Sim,,Sim,,,,,Sim,,,,,,,Sim,,Sim,Sim,Sim,,Sim,Sim,Sim,,,Sim,,,Sim,,,,,Sim,,,Sim,,,,,,,,Sim,Sim,,,Sim,Sim,Sim,,Sim,,,,Sim,,,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,Sim,Sim,,Sim,,,,,,,,,,,,,Sim,,,Sim,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,https://www.mobiauto.com.br/comprar/carros/ba-salvador/toyota/corolla/2018/2-0-xrs-multi-drive-s-flex/detalhes/11971727?page=detail,Toyota,Corolla,2.0 XRS Multi-Drive S (Flex),R$ 94.900,Salvador - BA,2017/2018,Flex,1,82.557,Automática,Branco,Sedan,,Sim,,,2.0,154 (E) / 143 (G),20.7 (E) / 19.4 (G),N/C,- (E),7.2 (E) / 10.6 (G),12.6 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,,1485,1775,4620,1345,60,2700,470,5,Sim,Sim,Sim,,,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,,Sim,,Sim,Sim,,Sim,,,Sim,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,,,,,,,,,,Sim,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,https://www.mobiauto.com.br/comprar/carros/ba-salvador/ford/ka/2020/1-0-se-plus-flex/detalhes/12043712?page=detail,Ford,Ka,1.0 SE Plus (Flex),R$ 49.900,Salvador - BA,2020/2020,Flex,6,62.785,Manual,Branco,Hatch,Sim,Sim,Sim,,1.0,85 (E) / 80 (G),10.7 (E) / 10.2 (G),N/C,14.8 (E),9.2 (E) / 13.4 (G),15.5 (E),dianteira,,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1525,1774,3941,1037,51,2490,257,5,Sim,Sim,Sim,,,,Sim,,Sim,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,Sim,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,,Sim,,Sim,,Sim,,,,Sim,Sim,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,https://www.mobiauto.com.br/comprar/carros/ba-salvador/jeep/renegade/2020/limited-1-8-4x2-aut-flex/detalhes/12218987?page=detail,Jeep,Renegade,Limited 1.8 4x2 (Aut) (Flex) ,R$ 89.900,Salvador - BA,2019/2020,Flex,8,64.390,Automática,Branco,SUV,,Sim,,,1.7,139 (E) / 135 (G),19.57855 (E) / 18.660807 (G),182 (E) / 180 (G),11.1 (E),6.5 (E) / 9.5 (G),7.6 (E) / 10.9 (G),dianteira,,,,Quatro freios à disco com dois discos ventilados,,1686,1798,4232,1469,60,2570,320,5,Sim,Sim,Sim,,,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,Sim,,Sim,,Sim,Sim,,Sim,Sim,,Sim,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,,,Sim,Sim,,,,Sim,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,https://www.mobiauto.com.br/comprar/carros/ba-salvador/chevrolet/onix-plus/2021/1-0-lt-flex/detalhes/12179570?page=detail,Chevrolet,Onix Plus,1.0 LT (Flex),R$ 65.900,Salvador - BA,2020/2021,Flex,1,68.795,Manual,Prata,Sedan,,Sim,,,1.0,116 (F),16.8 (F),N/C,- (F),12 (F),15.7 (F),Dianteira,,,,,,1470,1730,4474,,44,2600,469,5,Sim,Sim,Sim,Sim,,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,Sim,,Sim,Sim,,,,Sim,Sim,,Sim,,,,Sim,,Sim,,Sim,,Sim,Sim,,,,,,,Sim,,,Sim,,,,,Sim,,,,,,,,Sim,Sim,,,Sim,Sim,Sim,Sim,Sim,Sim,,,Sim,,,,,Sim,,,Sim,Sim,,,,,,,,Sim,,,,,,,,Sim,,Sim,,,,,,,,,,,,,Sim,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,https://www.mobiauto.com.br/comprar/carros/ba-salvador/volkswagen/voyage/2020/1-6/detalhes/12151043?page=detail,Volkswagen,Voyage,1.6,R$ 50.000,Salvador - BA,2019/2020,Flex,8,84.809,Manual,Preto,Sedan,Sim,Sim,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,,Sim,,Sim,,,,,,,Sim,Sim,Sim,Sim,,Sim,,Sim,,Sim,,Sim,Sim,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,https://www.mobiauto.com.br/comprar/carros/ba-salvador/hyundai/hb20/2023/1-6-comfort-flex/detalhes/12150754?page=detail,Hyundai,HB20,1.6 Comfort (Flex),R$ 72.900,Salvador - BA,2022/2023,Flex,2,61.571,Manual,Prata,Hatch,,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,,Sim,,Sim,,,,,,,Sim,Sim,Sim,,,,,Sim,,Sim,,,Sim,,Sim,,,,,Sim,,,,,,,,,,,,,,,,,,Sim,,,Sim,,,,,Sim,,,,,,,,,,,,,,,Sim,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,https://www.mobiauto.com.br/comprar/carros/ba-salvador/chevrolet/cruze/2019/lt-1-4-16v-turbo-flex-aut-flex/detalhes/12131584?page=detail,Chevrolet,Cruze,LT 1.4 16V Turbo Flex (Aut) (Flex),R$ 87.900,Salvador - BA,2018/2019,Flex,8,63.000,Automática,Cinza,Sedan,,,,,1.4,153 (E) / 150 (G),24.473188 (E) / 23.963331 (G),N/C,- (E),7.8 (E) / 11.5 (G),10.1 (E) / 14.6 (G),dianteira,,,,Quatro freios à disco com dois discos ventilados,,1484,1807,4665,1321,52,2700,440,5,,Sim,,,,,,,,,Sim,Sim,Sim,,Sim,,,,,Sim,,,,,Sim,,Sim,Sim,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,https://www.mobiauto.com.br/comprar/carros/ba-salvador/toyota/hilux-cabine-dupla/2012/hilux-sr-4x2-3-0-cab-dupla/detalhes/12105518?page=detail,Toyota,Hilux Cabine Dupla,Hilux SR 4X2 3.0 (cab dupla),R$ 79.900,Salvador - BA,2012/2012,Flex,4,182.579,Automática,Preto,SUV,Sim,,,,,N/C,N/C,N/C,- (E),N/C,N/C,,,,,,,,,0,,,,,,,Sim,,,,,,,,,Sim,Sim,Sim,,,Sim,Sim,Sim,Sim,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,Sim,Sim,,,,,,,Sim,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,https://www.mobiauto.com.br/comprar/carros/ba-salvador/renault/kwid/2023/zen-1-0-12v-sce-flex/detalhes/12097127?page=detail,Renault,Kwid,Zen 1.0 12v SCe (Flex),R$ 54.900,Salvador - BA,2022/2023,Flex,3,11.800,Manual,Branco,Hatch,,Sim,,,1.0,71 (E) / 68 (G),10.0 (E) / 9.4 (G),156 (E) / 152 (G),13.2 (E) / 13.5 (G),10.8 (E) / 15.3 (G),11 (E) / 15.7 (G),Dianteira,Elétrica,"Tipo MacPherson, triângulos inferiores, amortecedores hidráulicos telescópicos e molas helicoidais","Suspensão traseira composta por eixo rígido, molas helicoidais e amortecedores hidráulicos telescópicos verticais		",Dois freios à disco,Tambor ,1479,1579,3680,818,38,2423,290,5,,Sim,Sim,Sim,,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,,,,,,Sim,,Sim,,,Sim,,,,,,,Sim,Sim,Sim,Sim,Sim,,Sim,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,Sim,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,https://www.mobiauto.com.br/comprar/carros/ba-salvador/fiat/cronos/2022/1-3/detalhes/12095588?page=detail,Fiat,Cronos,1.3,R$ 72.900,Salvador - BA,2022/2022,Flex,0,42.000,Manual,Branco,Sedan,Sim,Sim,,,1.3,109 (E) / 101 (G),14.2 (E) / 13.7 (G),183 (E) / 183 (G),11.5 (E) / 11.5 (G),9.1 (E) / 13 (G),11.2 (E) / 15.9 (G),Dianteira,Elétrica,"Independente, McPherson com mola helicoidal",Eixo de torção com mola helicoidal,Discos ventilados,Tambor,1508,1726,4364,1139,48,2521,525,5,Sim,Sim,Sim,Sim,,,,,,,Sim,Sim,Sim,,Sim,Sim,,Sim,,,,,Sim,,Sim,,Sim,,,Sim,,,,Sim,,Sim,Sim,Sim,,Sim,,,,,,,,Sim,Sim,,,,,,,,Sim,,,,,,,,Sim,,,Sim,Sim,Sim,,,,,,,,,,,,Sim,,Sim,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,https://www.mobiauto.com.br/comprar/carros/ba-salvador/hyundai/hb20s/2018/1-6-comfort-plus-aut-flex/detalhes/12073513?page=detail,Hyundai,HB20S,1.6 Comfort Plus (Aut) (Flex),R$ 62.900,Salvador - BA,2017/2018,Flex,6,57.670,Automática,Prata,Sedan,,Sim,,,1.6,128 (E) / 122 (G),16.5 (E) / 16 (G),191 (E) / 187 (G),10.6 (E),N/C,N/C,dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1470,1680,4230,1086,50,2500,450,5,Sim,Sim,,,,,,,,,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,Sim,,,,,Sim,Sim,,Sim,,,Sim,,,,Sim,Sim,Sim,,Sim,,Sim,Sim,,,,Sim,,Sim,Sim,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,https://www.mobiauto.com.br/comprar/carros/ba-salvador/volkswagen/gol/2019/1-0-12v-flex/detalhes/12045207?page=detail,Volkswagen,Gol,1.0 12v (Flex),R$ 46.900,Salvador - BA,2019/2019,Flex,1,69.200,Manual,Branco,Hatch,Sim,,,,1.0,82 (E) / 75 (G),10.401105 (E) / 9.6873045 (G),170 (E) / 168 (G),12.3 (E),8.8 (E) / 12.9 (G),14.5 (E),dianteira,,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,,1467,1893,3897,901,55,2466,285,5,Sim,Sim,,,,,,,,,Sim,Sim,Sim,,,Sim,,Sim,,,,,,Sim,,,,,,,,,,Sim,Sim,Sim,,,,Sim,,,,,Sim,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,https://www.mobiauto.com.br/comprar/carros/ba-salvador/chevrolet/onix/2021/ltz-1-0-turbo-aut/detalhes/12039496?page=detail,Chevrolet,Onix,LTZ 1.0 Turbo (Aut.),R$ 80.900,Salvador - BA,2021/2021,Flex,9,47.000,Automática,Prata,Hatch,Sim,Sim,,,1.0 turbo,116 (F) / 116 (G),16.8 (F) / 16.3 (G),N/C,- (F),9.4 (F) / 11.2 (G),13.5 (F) / 16 (G),dianteira,Elétrica,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Disco ventilado,Tambor,1476,1731,4163,1075,44,2551,291,5,Sim,,,Sim,,,,,,,Sim,Sim,Sim,,Sim,Sim,,Sim,,Sim,,,Sim,,,Sim,Sim,,Sim,,,Sim,,Sim,,Sim,,Sim,,Sim,Sim,Sim,,,,Sim,,Sim,Sim,,Sim,,Sim,,,,,,,,,,Sim,Sim,Sim,Sim,,Sim,,Sim,,Sim,Sim,Sim,,,,Sim,,Sim,Sim,,Sim,Sim,Sim,,,,,,,,Sim,,,,,,,Sim,Sim,,Sim,,,,,,Sim,,,,,,,Sim,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,https://www.mobiauto.com.br/comprar/carros/ba-salvador/suzuki/jimny/2020/jimny-1-3-4wd-4sport/detalhes/12037711?page=detail,Suzuki,Jimny,Jimny 1.3 4WD 4Sport,R$ 90.900,Salvador - BA,2020/2020,Gasolina,2,61.200,Manual,Branco,SUV,Sim,,Sim,,1.3,85 (G),11.2 (G),140 (G),14.1 (G),10.3 (G),10.4 (G),4x4,,"Suspensão tipo eixo transversal (beam) e dianteira com barra estabilizadora, roda tipo rígida e molas helicoidal.","Suspensão tipo eixo transversal (beam), roda tipo rígida e molas helicoidal.",Dois freios à disco.,,1705,1600,3645,1120,40,2250,113,4,Sim,Sim,,,,,,,,,Sim,Sim,Sim,Sim,,Sim,Sim,Sim,,Sim,,,,,,,Sim,,Sim,Sim,,,,Sim,Sim,Sim,,,Sim,Sim,,Sim,,,Sim,Sim,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
