Marca,Modelo,Código API
BMW,540iA MotorSport,208
BMW,540iA Protection,209
BMW,540iTA,210
BMW,545iA 4.4 32V V8 333cv,211
BMW,550iA 4.4 32V 407cv Bi-Turbo,5268
BMW,550iA 4.8 32V,3880
BMW,550iA Limited Sport Edition 4.8 32V,4995
BMW,550iA Security 4.8 32V,4432
BMW,640i Gran Coupe 3.0 320cv 4p,6378
BMW,645Ci Cabriolet 4.4 V8 32V 333cv,3929
BMW,645iA 4.4 V8 32V 333cv,212
BMW,650Ci Cabriolet 4.4 407cv Bi-Turbo,5718
BMW,650Ci Cabriolet 4.8 V8 32V 360cv,4126
BMW,650i Gran Coupe 4.4 V8 450cv 4p,6634
BMW,650iA 4.4 407cv Bi-Turbo,6150
BMW,650iA 4.8 V8 32V 360cv,4125
BMW,650iA Limited Sport  Edition 4.8 32V,5057
BMW,730i 3.0 32V,213
BMW,730iA 3.0 32V,214
BMW,735i/iA 3.5 32V,215
BMW,740i,216
BMW,740iA,217
BMW,740iL/iLA Highline 4.4 32V,218
BMW,740iLA Protection,219
BMW,745iA 4.4 V8 32V 333cv,220
BMW,745Le M Sport Sedan 3.0 V6 Aut. (Híb.),9961
BMW,750i,221
BMW,750i M Sport Sedan 4.4 V8 450cv Aut.,7147
BMW,750iA,222
BMW,750iL Highline 5.4 24V,223
BMW,750iL M Sport Sedan 4.4 V8 450cv Aut.,7657
BMW,750iL Pure Excellence Sedan 4.4 V8 Aut.,8660
BMW,750iLA 4.4 Active 7 (Híbrido),9962
BMW,760iL 6.0 V12 445cv/544cv,224
BMW,840Ci,225
BMW,840CiA,226
BMW,850Ci/CiA 5.0 24V,227
BMW,850Ci/CiA 5.4 24V,228
BMW,850CSi 5.6 24V,229
BMW,850i 5.0 24V,230
BMW,i3 Bev 170cv Aut. (Elétrico),8817
BMW,i3 Bev Connected 170cv Aut. (Elétrico),8818
BMW,i3 Bev Full 170cv Aut. (Elétrico),8819
BMW,i3 Bev Un. Forever 170cv Aut. (Életrico),9861
BMW,i3 Rex E Drive 170cv Aut.(Elétrico),7023
BMW,i3 Rex E Drive Connected Aut. (Elétrico),8734
BMW,i3 Rex E Drive Full 170cv Aut.(Elétrico),7024
BMW,i4 e-Drive 35 M Sport (Elétrico),10668
BMW,i4 e-Drive 40 M Sport (Elétrico),10669
BMW,i4 M50 (Elétrico),10371
BMW,i5 M60 (Elétrico),10989
BMW,i7 XDrive 60 M Sport Aut. (Elétrico),10824
BMW,i8 e-Drive 1.5 TB 12V  Aut. (Híbrido),10019
BMW,i8 Road. e-Drive 1.5 TB 12V Aut. (Híb.),10020
BMW,iX 1 eDrive20 X-Line Aut. (Elétrico),11103
BMW,iX 1 xDrive 30 M Sport (Elétrico),10755
BMW,iX 2 xDrive 30 M Sport (Elétrico),11104
BMW,iX 3 M Sport Aut.(Elétrico),9910
BMW,iX M60 (Elétrico),10782
BMW,iX XDrive 40 Aut. (Elétrico),9863
BMW,iX XDrive 50 Sport Aut. (Elétrico),9864
BMW,M 135i 3.0 TB 24V 320cv,10784
BMW,M 135i XDRIVE 2.0 TB 306cv Aut.,10785
BMW,M 235i Coupe 3.0 24V 326cv,6910
BMW,M Roadster,231
BMW,M1 Coupe 3.0 24V 340cv,5719
BMW,M140i 3.0  24V 340cv 5p,7823
BMW,M2 Competition 3.0 Bi-Turbo 410cv Aut.,8439
BMW,M2 Competition Ed. Espe. 3.0 Bi-TB Mec.,9103
BMW,M2 Coupe 3.0 Bi-Turbo 24V 3p,10825
BMW,M2 Coupe Track 3.0 Bi-Turbo 24V 460cv 3p,10826
BMW,M2 CS Coupe 3.0 Bi-Turbo 450cv,9339
BMW,M235i XDRIVE Gran Coupé 2.0 Aut.,9104
BMW,M240i Coupe 3.0 24V 340cv 2p,7857
BMW,M3 3.2 24V,232
BMW,M3 Cabrio 3.0 24V,233
BMW,M3 Cabrio 4.0 32V,4919
BMW,M3 Competition M 3.0 Bi-TB 510cv,9482
BMW,M3 Competition M Track 3.0 Bi-TB,9483
BMW,M3 Coupê 3.0 24V 255cv,234
BMW,M3 Coupê 3.0 V6 24V 282cv,235
BMW,M3 Coupê 4.0 32V,4527
BMW,M3 CS Sedan 3.0 Bi-Turbo 460cv 4p,8661
BMW,M3 Sedan 3.0 Bi-Turbo 24V 4p,7130
BMW,M3 Sedan 4.0 32V,4823
BMW,M340i XDRIVE 3.0 Turbo Aut.,9105
BMW,M340i XDRIVE First Ed. 3.0 Turbo Aut.,9094
BMW,M4 Cabriolet 3.0 Bi-Turbo 24V 431cv 2p,7148
BMW,M4 Coupe 3.0 Bi-Turbo 24V 431cv 2p,7116
BMW,M4 CS Coupe 3.0 Bi-Turbo 2p,11268
BMW,M440i Coupe 3.0 TB Aut.,9524
BMW,M5 3.8/Touring 3.8 24V,236
BMW,M5 4.4 560cv Bi-Turbo Aut.,6260
BMW,M5 5.0 32V/ 40V,237
BMW,M5 Competition M XDRIVE 4.4 Bi-TB V8,9484
BMW,M5 M XDRIVE 4.4 Bi-TB V8,8388
BMW,M5 Perform. Pack M XDRIVE 4.4 Bi-TB V8,8389
BMW,M6 5.0 V10 40V 507cv,238
BMW,M6 Coupe 4.4 Bi-Turbo V8 32V,6460
BMW,M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv,6635
BMW,M760Li xDrive 6.6 V12 585cv Aut.,8735
BMW,M8 Gran Coupé Comp.First ED. 4.4 V8 32V,9188
BMW,M8 Gran Coupé Competition 4.4 V8 32V,9525
BMW,M850i XDrive Coupé 4.4 V8 530cv Aut.,8736
BMW,X1 SDRIVE 18i 2.0 16V 4x2 Aut.,5269
BMW,X1 SDRIVE 18i GP 1.5 TB Aut.,10414
BMW,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,6230
BMW,X1 SDRIVE 20i GP 2.0 TB Aut.,11301
BMW,X1 SDRIVE 20i M S. 2.0 25 Anos TB Flex,9226
BMW,X1 SDRIVE 20i M Sport 2.0 TB Aut.,10415
BMW,X1 SDRIVE 20i M Sport 2.0 TB Flex Aut.,9682
BMW,X1 SDRIVE 20i Outdoor 2.0.Flex Aut.,10115
BMW,X1 SDRIVE 20i X-Line 2.0 TB Active Flex,8570
BMW,X1 SDRIVE 20i X-Line 2.0 TB Aut.,10416
BMW,X1 XDRIVE 25i Sport 2.0/2.0 Flex Aut.,7449
BMW,X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.,6151
BMW,X1 XDRIVE 28i 3.0 24V 4x4 Aut.,5158
BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,7086
BMW,X2 M35i 2.0 Turbo 306cv Aut.,8820
BMW,X2 M35i xDrive 2.0 Turbo 317cv Aut.,11282
BMW,X2 SDRIVE  20i M Sp/M Sp 2.0 TB Flex Aut,8277
BMW,X2 SDRIVE 18i 1.5 ActiveFlex 136cv Aut.,8510
BMW,X2 SDRIVE 20i 2.0/2.0 TB A. Flex 16V Aut,8338
BMW,X2 XDrive20i M Sport,11112
BMW,X3 Family 2.5 24V 192cv/ 218cv,239
BMW,X3 Family 3.0 24V 231cv,240
BMW,X3 M Competition 3.0 Bi-TB 510cv Aut.,8842
BMW,X3 M40i 3.0 M Sport Edit. V6 Turbo Aut.,9881
BMW,X3 M40i 3.0 Turbo V6  Aut.,9797
BMW,X3 M50 XDRIVE 3.0 V6 Aut. (Híbrido),11382
BMW,X3 Sport 2.5 24V 192cv/ 218cv,4241
BMW,X3 Sport 3.0 24V 231cv,241
BMW,X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut.,6417
BMW,X3 XDRIVE 28i 2.0 Turbo 245cv Aut.,6294
BMW,X3 XDRIVE 28i 3.0 258cv,5608
BMW,X3 XDRIVE 30e M SP Launch Ed. TB (Híb.),10075
BMW,X3 XDRIVE 30e M Sport Turbo Aut. (Híb.),10076
BMW,X3 XDRIVE 30e Turbo Aut. (Híbrido),10077
BMW,X3 XDRIVE 30e X-Line Turbo Aut. (Híb.),10078
BMW,X3 XDRIVE 30i X-Line 2.0 Turbo 252cv Aut,8233
BMW,X3 XDRIVE 35i/M-Sport 3.0 306cv Bi-Turbo,5497
BMW,X4 M Competition 3.0 Bi-TB 510cv Aut.,8985
BMW,X4 M40i 3.0 M Sport EditionTurbo Aut.,10871
BMW,X4 M40i 3.0 Turbo 388cv Aut.,9927
BMW,X4 XDRIVE 20i M-Sport 2.0 TB 184cv Aut,11302
BMW,X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,7065
BMW,X4 XDRIVE 30i M-Sport 2.0 TB 252cv Aut,10872
BMW,X4 XDRIVE 35i M-Sport 3.0 TB 306cv Aut.,7066
BMW,X5 3.0 4x4,242
BMW,X5 4.4 4x4,243
BMW,X5 4.8 4x4 V8 32V 360cv,244
BMW,X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.,4585
BMW,X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.,5188
BMW,X5 M Competition 4.4 V8 Bi-TB Aut.,9535
BMW,X5 Security 4.4 4x4 V8 32V,4242
BMW,X5 Security 4.8is 4x4 V8 32V 355cv Aut.,5020
BMW,X5 Sport 4.4 4x4 V8 32V,245
BMW,X5 Sport 4.8 4x4 V8 32V 355cv,4331
BMW,X5 XDRIVE 30d 3.0 Diesel,7283
BMW,X5 XDRIVE 30d Full 3.0 258cv Diesel,7087
BMW,X5 XDRIVE 30d M Sport 3.0 265cv Dies Aut,8662
BMW,X5 XDRIVE 35i 3.0 306cv Bi-Turbo,5356
BMW,X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo,6911
BMW,X5 XDRIVE 45e 3.0 M.Sport  Aut. (Híb.),10079
BMW,X5 XDRIVE 50e 3.0 M Sport Aut. (Hibrido),10765
BMW,X5 XDRIVE 50e 3.0 X-Line Aut. (Hibrido),10766
BMW,X5 XDRIVE 50i 4.4  Bi-Turbo,5357
BMW,X5 XDRIVE 50i M Sport 4.4 Bi-Turbo,6710
BMW,X5 XDRIVE 50i Security 4.4 Bi-Turbo,5590
BMW,X5 XDRIVE M50d 3.0 Diesel,7117
BMW,X5 XDRIVE M50i 4.4 Bi-Turbo Aut.,9206
BMW,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,5189
BMW,X6 M Competition 4.4 V8 BI-TB (Hib) Aut.,10788
BMW,X6 M Competition 4.4 V8 BI-TB 625CV Aut.,9565
BMW,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,4745
BMW,X6 XDRIVE 40i Bl.Vermillion 3.0 Bi-Turbo,9883
BMW,X6 XDRIVE 40i M Sport 3.0 Bi-TB (Hib.),10767
BMW,X6 XDRIVE 40i M Sport 3.0 Bi-Turbo,9037
BMW,X6 XDRIVE 50i 4.4 407cv Bi-Turbo,4746
BMW,X6 XDRIVE 50i M Sport 4.4 Bi-Turbo,7088
BMW,X7 M50i 4.4 V8 Bi-TB Aut.,9038
BMW,X7 M50i Dark Shadow 4.4 V8 Bi-TB Aut.,9362
BMW,X7 M60i 4.4 V8 Bi-TB Aut.(Híbrido),10893
BMW,X7 XDRIVE 50i M Sport 4.4 V8 Bi-TB Aut.,8776
BMW,Z3 2.8 Aut.,246
BMW,Z3 2.8 Mec.,247
BMW,Z3 3.0 24V Roadster 2p,248
BMW,Z3 Roadster 1.9 Mec.,249
BMW,Z3 Roadster 2.8,4887
BMW,Z3 Roadster M 3.2,250
BMW,Z4 Coupé M 3.2 V6 24V 343cv,4243
BMW,Z4 M40i 3.0 340cv Aut.,8777
BMW,Z4 Roadster 2.0 150cv 2p,4185
BMW,Z4 Roadster 3.0 V6 24V Aut.,251
BMW,Z4 Roadster M 3.2 V6 24V 343cv,4244
BMW,Z4 Roadster sDRIVE 20i 2.0 16V 2p Aut.,6261
BMW,Z4 Roadster sDRIVE 23i 2.5 24V 204cv 2p,4996
BMW,Z4 Roadster sDRIVE 30i MSport 2.0 TB Aut,8689
BMW,Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p,4997
BMW,Z4 Roadster Sport 3.0 24V 231cv Aut.,252
BMW,Z8 5.0 V8,253
BRM,Buggy W. Turing/Luxo/M-11 Absolut 1.6 8V,255
BRM,Buggy/M-8/M-8 Long 1.6,254
Bugre,Buggy IV e V,4053
Bugre,Buggy VII/VII BIG/VII Flex,5190
Cadillac,Deville/Eldorado 4.9,258
Cadillac,Seville 4.6,259
CBT Jipe,Javali 3.0 4x4 Diesel,260
Chrysler,300 C 3.5 V6 249cv,4528
Chrysler,300 C 3.6 V6 Aut.,5878
Chrysler,300 C 5.7 V8 16V 340cv Aut.,3881
Chrysler,300 C SRT8 6.1 V8 16V 431cv Aut,4186
Chrysler,300 C Touring 5.7 V8 16V 340cv Aut.,4158
Chrysler,300 M 3.5,261
Chrysler,Caravan LE  3.3,262
Chrysler,Caravan LX 3.3 V6 182cv,3811
Chrysler,Caravan LX 3.8,263
Chrysler,Caravan SE 2.4/3.3,264
Chrysler,Cirrus LXi 2.5 V6 24V,265
Chrysler,Grand Caravan LE 3.3 Aut,267
Chrysler,Grand Caravan Limited 3.3 V6 12V 182cv,268
Chrysler,Grand Caravan LX 3.8,269
Chrysler,Grand Caravan SE 3.3 V6,266
Chrysler,LE Baron 3.0 V6,270
Chrysler,LE Baron 3.0 V6 Conv.,271
Chrysler,Neon LE 1.8,272
Chrysler,Neon LE/Highline 2.0,273
Chrysler,Neon Sport 1.8/2.0,274
Chrysler,PT Cruiser Cabrio 2.4 16V 143cv 2p,4255
Chrysler,PT Cruiser Classic 2.4 16V 143cv 4p,3882
Chrysler,PT Cruiser Limited 2.0 16V 4p,275
Chrysler,PT Cruiser Limited 2.4 16V 143cv 4p,276
Chrysler,PT Cruiser Touring DEC. EDITION 2.4 16V,5237
Chrysler,Sebring LX 2.7 V6 24V 204cv,277
Chrysler,Stratus LE 2.0,278
Chrysler,Stratus LX 2.0 Mec,279
Chrysler,Stratus LX 2.5 Aut,280
Chrysler,Stratus LX 2.5 Conversível Aut,281
Chrysler,TOWN & COUNTRY Limited 3.8 /3.6 V6 Aut.,4623
Chrysler,TOWN & COUNTRY Touring 3.6 V6 Aut.,5720
Chrysler,Vision 3.5 24V,282
Citroën,AIRCROSS 100 Anos 1.6 Flex 16V Aut.,8737
Citroën,AIRCROSS BUSINESS 1.6 Flex 16V 5p Mec.,8045
Citroën,AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Aut,6418
Citroën,AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Mec,6419
Citroën,AIRCROSS Exclusive 1.6 Flex 16V 5p Aut.,5609
Citroën,AIRCROSS Exclusive 1.6 Flex 16V 5p Mec.,5337
Citroën,AIRCROSS Feel 1.6 Flex 16V 5p Aut.,7420
Citroën,AIRCROSS Feel 1.6 Flex 16V 5p Mec.,7421
Citroën,AIRCROSS GL 1.6 Flex 16V 5p Mec.,5338
Citroën,AIRCROSS GLX 1.6 Flex 16V 5p Aut.,5610
Citroën,AIRCROSS GLX 1.6 Flex 16V 5p Mec.,5339
Citroën,AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Aut,6420
Citroën,AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Mec,6421
Citroën,AIRCROSS Live 1.5 Flex 8V 5p Mec.,7422
Citroën,AIRCROSS Live 1.6 Flex 16V 5p Aut.,7423
Citroën,AIRCROSS Live 1.6 Flex 16V 5p Mec.,7962
Citroën,AIRCROSS Live Bus. 1.6 Flex 5p Aut.,9585
Citroën,AIRCROSS SALOMON 1.5 Flex 8V 5p Mec.,7903
Citroën,AIRCROSS SALOMON 1.6 Flex 16V 5p Aut.,7897
Citroën,AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Aut.,7090
Citroën,AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Mec.,7091
Citroën,AIRCROSS SALOMON TENDANCE 1.6 Flex Aut.,7092
Citroën,AIRCROSS SALOMON TENDANCE 1.6 Flex Mec.,7093
Citroën,AIRCROSS Shine 1.6 Flex 16V 5p Aut.,7424
Citroën,AIRCROSS Start 1.5 Flex 8V 5p Mec.,7425
Citroën,AIRCROSS Start 1.6 Flex 16V 5p Mec.,7963
Citroën,AIRCROSS TENDANCE 1.6 Flex 16V 5p Aut.,6770
Citroën,AIRCROSS TENDANCE 1.6 Flex 16V 5p Mec.,6771
Citroën,AX GTi,283
Citroën,BASALT Feel 1.0 Flex 6V 5p Mec.,11214
Citroën,BASALT Feel 1.0 Flex TB 200 5p Aut.,11215
Citroën,BASALT First Edit.1.0 Flex TB 200 5p Aut,11216
Citroën,BASALT Shine 1.0 Flex TB 200 5p Aut.,11217
Citroën,Berlingo Furgão 1.6 16V Flex 5P,8391
Citroën,Berlingo MultSpace GLX 1.6 16V 110cv 4p,285
Citroën,Berlingo MultSpace GLX 1.8i 3p,284
Citroën,Berlingo MultSpace GLX 1.8i 4p,286
Citroën,BX 1.6S 16V,287
Citroën,BX GTi 1.9,288
Citroën,C3 100 Anos 1.6 16V Flex Aut.,8738
Citroën,C3 AIRCROSS F. Pack 1.0 Flex TB 200 Aut.,10961
Citroën,C3 AIRCROSS Feel 1.0 Flex Turbo 200 Aut.,10962
Citroën,C3 AIRCROSS Shine 1.0 Flex TB 200 Aut.,10963
Citroën,C3 AIRCROSS7 F. Pack 1.0 Flex TB 200 Aut,11096
Citroën,C3 AIRCROSS7 Feel 1.0 Flex TB. 200 Aut.,11097
Citroën,C3 AIRCROSS7 Shine 1.0 Flex TB 200 Aut.,11098
Citroën,C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec,6835
Citroën,C3 Attraction 1.6 Flex 16V 5p Aut.,7964
Citroën,C3 Attraction Pure Tech 1.2 Flex 12V Mec,7585
Citroën,C3 Excl. 1.6 VTi Flex Start 16V 5p Aut.,6152
Citroën,C3 Excl. 1.6 VTi Flex Start 16V 5p Mec.,6153
Citroën,C3 Excl./Excl.Solar./Sonora 1.6 Flex Aut,4761
Citroën,C3 Exclus./Excl.Solaris 1.6 Flex 16V Mec,289
Citroën,C3 Exclusive 1.4 Flex 8V 5p,4315
Citroën,C3 Exclusive 1.5 Flex 8V 5p Mec.,6772
Citroën,C3 Exclusive Bus. 1.6 Flex 5p Aut.,9346
Citroën,C3 Feel 1.0 Flex 6V 5p Mec.,10091
Citroën,C3 Feel 1.6 Flex 16V 5p Mec.,10092
Citroën,C3 Feel Pack 1.6 Flex 16V 5p Aut.,10093
Citroën,C3 First Edition 1.0 Flex 6V 5p Mec.,10094
Citroën,C3 First Edition 1.6 Flex 16V 5p Aut.,10095
Citroën,C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p,290
Citroën,C3 GLX 1.6 Flex 16V 5p  Aut.,4762
Citroën,C3 GLX 1.6/ 1.6 Flex 16V 5p,291
Citroën,C3 Live 1.0 Flex 6V 5p Mec.,10096
Citroën,C3 Live Pack 1.0 Flex 6V 5p Mec.,10097
Citroën,C3 Live Pack 1.6 Flex 16V 5p Aut.,10945
Citroën,C3 Ocimar Versolato 1.6 16V 110cv 5p,292
Citroën,C3 Origine 1.5 Flex 8V 5p Mec.,6154
Citroën,C3 Origine Pure Tech 1.2 Flex 12V Mec,7586
Citroën,C3 Picasso Excl. 1.6 Flex 16V 5p Aut.,5611
Citroën,C3 Picasso Exclusive 1.6 Flex 16V 5p Mec,5551
Citroën,C3 Picasso GL 1.5 Flex 8V Mec.,6092
Citroën,C3 Picasso GL 1.6 Flex 16V 5p Mec.,5552
Citroën,C3 Picasso GLX 1.5 Flex 8V 5p Mec.,6093
Citroën,C3 Picasso GLX 1.6 Flex 16V 5p Aut.,5612
Citroën,C3 Picasso GLX 1.6 Flex 16V 5p Mec.,5553
Citroën,C3 Picasso Origine 1.5 Flex 8V Mec.,6773
Citroën,C3 Picasso Tendance 1.5 Flex 8V 5p Mec.,6774
Citroën,C3 Picasso Tendance 1.6 Flex 16V 5p Aut.,6775
Citroën,C3 Start 1.2 Flex 12V 5p,8003
Citroën,C3 Style Ed. Pure Tech 1.2 Flex 12V Mec.,7730
Citroën,C3 Style Edition 1.6 Flex 16V Aut.,7731
Citroën,C3 Tendance 1.5 Flex 8V 5p Mec.,6155
Citroën,C3 Tendance 1.6 VTi Flex Start 16V Aut.,6776
Citroën,C3 Tendance Pure Tech 1.2 Flex 12V Mec.,7587
Citroën,C3 Urban Trail 1.6 Flex 16V 5p Aut.,8341
Citroën,C3 Urban Trail P.Tech 1.2 Flex 12V Mec.,8882
Citroën,C3 X-BOX ONE 1.6 VTi Flex 16V 5p Mec.,6777
Citroën,C3 XTR 1.4 Flex 8V 5p,4302
Citroën,C3 XTR 1.6 Flex 16V 5p,4054
Citroën,C3 YOU! 1.0 Flex Turbo 200 Aut.,11176
Citroën,C4 CACTUS 100 Anos 1.6 TB 16V Flex Aut.,8739
Citroën,C4 CACTUS C-SERIES 1.6 16V Flex Aut.,9207
Citroën,C4 CACTUS FEEL 1.6 16V Flex Aut.,8466
Citroën,C4 CACTUS FEEL 1.6 16V Flex Mec.,8467
Citroën,C4 CACTUS FEEL Bus. 1.6 Flex Aut.,9586
Citroën,C4 CACTUS FEEL Pack 1.6 16V Flex Aut.,8469
Citroën,C4 CACTUS LIVE 1.6 16V Flex Aut.,9191
Citroën,C4 CACTUS LIVE 1.6 16V Flex Mec.,8470
Citroën,C4 CACTUS NOIR 1.6 Turbo Flex Aut.,10807
Citroën,C4 CACTUS Rip Curl 1.6 16V Flex Aut.,9453
Citroën,C4 CACTUS SHINE 1.6 16V Flex Aut.,9757
Citroën,C4 CACTUS SHINE 1.6 Turbo Flex Aut.,8471
Citroën,C4 CACTUS SHINE Pack 1.6 Turbo Flex Aut.,8472
Citroën,C4 CACTUS X-Series 1.6 16V Flex Aut.,9609
Citroën,C4 Competition 1.6 Flex 16V 5p Mec.,6574
Citroën,C4 Competition 2.0 Flex 16V 5p Aut.,6559
Citroën,C4 Excl./Excl. Solar. 2.0 Flex 16V Mec.,4888
Citroën,C4 Excl.2.0/2.0 Solaris Flex 16V 5p Aut.,4845
Citroën,C4 GLX 1.6 Flex 16V 5p Mec.,4846
Citroën,C4 GLX 2.0 Flex 16V 5p Aut.,4847
Citroën,C4 GLX 2.0 Flex 16V 5p Mec.,4889
Citroën,C4 LOUNGE 100 Anos 1.6 16V TB Flex Aut.,8740
Citroën,C4 LOUNGE Exclusive 1.6 Turbo 4p Aut.,6575
Citroën,C4 LOUNGE Exclusive 1.6 Turbo Flex Aut.,7094
Citroën,C4 LOUNGE Exclusive 2.0 Flex 4p Aut.,6576
Citroën,C4 LOUNGE Feel 1.6 Turbo Flex Aut.,8234
Citroën,C4 LOUNGE Live 1.6 Turbo Flex Aut.,8515
Citroën,C4 LOUNGE Live Bus. 1.6 Flex Aut.,9347
Citroën,C4 LOUNGE Orig.Business 1.6 TB Flex Aut.,7658
Citroën,C4 LOUNGE Origine 1.6 Turbo Flex  Aut.,7684
Citroën,C4 LOUNGE Origine 1.6 Turbo Flex Mec.,7685
Citroën,C4 LOUNGE Origine 2.0 Flex 4p Aut.,7370
Citroën,C4 LOUNGE Origine 2.0 Flex 4p Mec.,6577
Citroën,C4 LOUNGE S 1.6 Turbo Flex Aut.,7787
Citroën,C4 LOUNGE Shine 1.6 Turbo Flex Aut.,8235
Citroën,C4 LOUNGE Tendance 1.6 Turbo 4p Aut,6884
Citroën,C4 LOUNGE Tendance 1.6 Turbo Flex Aut.,7118
Citroën,C4 LOUNGE Tendance 2.0 Flex 4p Aut.,6578
Citroën,C4 LOUNGE Tendance 2.0 Flex 4p Mec.,6579
Citroën,C4 PAL.Excl/Excl(Tech.) 2.0/2.0 Flex Aut,4397
Citroën,C4 PALLAS Exclusive 2.0/2.0 Flex 16V Mec,4398
Citroën,C4 PALLAS GLX 2.0/ 2.0 Flex Aut.,4399
Citroën,C4 PALLAS GLX 2.0/2.0 Flex 16V Mec.,4400
Citroën,C4 Picasso Intensive 1.6 Turbo 16V Aut.,7426
Citroën,C4 Picasso Seduction 1.6 Turbo 16V Aut.,7427
Citroën,C4 Picasso/Pic. La Luna 2.0 16V  Aut.,4824
Citroën,C4 Rock You 1.6 Flex 16V 5p Mec.,6580
Citroën,C4 Tendance 1.6 Flex 16V 5p Mec.,6737
Citroën,C4 Tendance 2.0 Flex 16V 5p Aut.,6738
Citroën,C4 VTR 2.0 16V 143cv,4159
Citroën,C5 3.0 24V 210cv 4p Aut.,293
Citroën,C5 Exclusive 2.0 16V 138cv 4p Mec.,294
Citroën,C5 Exclusive 2.0 16V 4p Aut.,295
Citroën,C5 Exclusive Break 2.0 16V 138cv 5p Mec.,296
Citroën,C5 Exclusive Break 2.0 16V Aut.,297
Citroën,C5 Tourer Exclusive 2.0 16V 5p Aut.,4937
Citroën,C6 Exclusive 3.0 V6 24V 215cv Aut.,4328
Citroën,C8 Exclusive 2.0 16V 138cv 5p Aut.,298
Citroën,DS3 1.6 Turbo 16V 3p Mec.,6050
Citroën,DS3 Sport Chic 1.6 TB 16V 3p Mec.,7067
Citroën,DS4 1.6 Chic Turbo 16V 5p Aut.,7068
Citroën,DS4 1.6 So Chic Turbo 16V 5p Aut.,7069
Citroën,DS4 1.6 Turbo 16V 5p Aut.,6347
Citroën,DS5 1.6 Be Chic Turbo 16V 5p Aut.,7095
Citroën,DS5 1.6 So Chic Turbo 16V 5p Aut.,7096
Citroën,DS5 1.6 Turbo 16V 5p Aut.,6295
Citroën,Ë-Jumpy Cargo 136cv (Elétrico),9759
Citroën,Evasion  GLX 2.0 16V,299
Citroën,Evasion VSX Turbo,300
Citroën,Grand C4 Picasso 2.0 16V 143cv Aut,10777
Citroën,Grand C4 Picasso Intensive 1.6 TB Aut.,7588
Citroën,Grand C4 Picasso Seduction 1.6 TB Aut.,7589
Citroën,Jumper 2.0 Cargo Furgão 16V TB Diesel,9556
Citroën,Jumper 2.0 FurgãoTurbo Diesel,8516
Citroën,Jumper 2.0 Minibus 16L Turbo Diesel,8883
Citroën,Jumper 2.3 15/16Lug. TB Diesel,5103
Citroën,Jumper 2.3 Furgão TB Diesel,5140
Citroën,Jumper 2.3 Vetrato Exec. 16Lug. TB Dies.,5659
Citroën,Jumper 2.3 Vetrato TB Diesel,5411
Citroën,Jumper 2.5 Diesel,301
Citroën,Jumper 2.8 16Lug.  Diesel,302
Citroën,Jumper 2.8 Furgão 35C Diesel,303
Citroën,Jumper 2.8 Furgão 35MH Diesel,304
Citroën,Jumper Cargo 2.2 Turbo Diesel,9763
Citroën,Jumper Furgão 2.2 Turbo Diesel,9764
Citroën,Jumper Minibus Executive 2.2 17L Dies. ,11267
Citroën,Jumper Vitré 2.2 Turbo Diesel,11377
Citroën,Jumpy 1.6  Furgão Pack Turbo Diesel,8078
Citroën,Jumpy 1.6  Furgão Turbo Diesel,8077
Citroën,Jumpy 1.6 Minibus Turbo Diesel,8342
Citroën,Jumpy Cargo 1.5 Turbo Diesel,9741
Citroën,Jumpy Vitré 1.5 Turbo Diesel,9742
Citroën,Jumpy VITRÉ 1.6 Turbo Diesel,9192
Citroën,Xantia 2.0  16V,305
Citroën,Xantia Activa 2.0,306
Citroën,Xantia Activa 2.0 TB,307
Citroën,Xantia Activa 3.0 V6 Mec,308
Citroën,Xantia Break 2.0 8V/GLX 2.0 16V Aut,309
Citroën,Xantia Break GLX 2.0 16V Mec.,310
Citroën,Xantia Exclusive 2.0 16V,311
Citroën,Xantia Exclusive 3.0 V6,312
Citroën,Xantia GLX 2.0 16V Aut.,313
Citroën,Xantia GLX 2.0 16V Mec.,314
Citroën,Xantia SX 1.8,315
Citroën,Xantia SX 2.0 8V/16V Mec./Aut.,316
Citroën,Xantia VSX 2.0,317
Citroën,Xantia VSX 2.0 16V,318
Citroën,XM Exclusive 12v,319
Citroën,XM Exclusive 24V,320
