Fabricante,Modelo,Versao,Valor,Cidade,Combustível,KM,Câmbio,Cor,Carroceria,Airbag motorista,Ar-condicionado,Direção hidráulica,Vidros elétricos dianteiros,Travas elétricas,Retrovisores elétricos,Alarme,Freios abs,Bancos de couro,Airbag duplo frontal,Limpador traseiro,Desembaçador traseiro,Câmbio automático,Rodas de liga leve,Tração 4x4,Ar quente,Airbags laterais,Vidros elétricos traseiros,Banco do motorista com regulagem de altura,Ajuste elétrico dos retrovisores,Adaptado para pcd,Sensor de estacionamento dianteiro,Direção elétrica,Kit visibilidade,Sensor de estacionamento traseiro,Aceita troca,Ipva pago,Motorização,Potência (cv),Torque (kgf.m),Velocidade máxima (km/h),Tempo 0-100 (s),Consumo cidade (km/l),Consumo estrada (km/l),Tração,Direção,Suspensão dianteira,Suspensão traseira,Freios dianteiros,Freios traseiros,Altura (mm),Largura (mm),Comprimento (mm),Peso (kg),Tanque (L),Entre-eixos (mm),Porta-Malas (L),Ocupantes,Cd player,Computador de bordo,Baixa quilometragem,Único dono,Airbags de cortina,Cintos três-pontos para todos os ocupantes,Controle de tração,Controle eletrônico de estabilidade (esc),Chave presencial,Encostos de cabeça no banco traseiro,Retrovisores com rebatimento elétrico,Volante com regulagem de altura e profundidade,Volante multifuncional,Bluetooth,Entradas usb,Rádio,Assistente de subida em rampa,Carregador de celular por indução,Câmera de ré,Espelhamento de celular,Farol de neblina,Fixação para cadeirinhas infantis (isofix),Start-stop,Central multimídia,Teto solar,Piloto automático adaptativo (acc),Alerta de ponto cego,Alerta de tráfego traseiro cruzado,Acendimento automático dos faróis,Banco do motorista com ajuste elétrico,Banco do motorista com aquecimento,Banco traseiro bipartido,Banco traseiro rebatível,Luz de cortesia no porta-luvas,Luz de cortesia no porta-malas,Regulagem de altura do facho dos faróis,Retrovisor interno eletrocrômico,Saídas de ar-condicionado na segunda fileira,Volante com regulagem de altura,Ar-condicionado digital,Farol alto automático,Faróis de led,Luz de condução diurna (drl),Brake light,Trio elétrico,Distribuição eletrônica de frenagem (ebd),Airbag central,Nenhuma batida,Parece novo,Pneus novos,Veículo de não fumante,Revisões realizadas,Pronta entrega,Laudo cautelar aprovado,Licenciado esse ano,Possui vistoria,Limitador de velocidade,Frenagem autônoma de emergência (aeb),Gps,Sensor de chuva,Sensor de farol,Cd player com mp3,Saldão,Possui multas,Porta-copos,Aerofólio,Garantia de fábrica,Protetor de caçamba,Capota marítima,Wi-fi,Volante com acabamento em couro,Alerta de cinto para condutor,Alerta de cinto para passageiro da primeira fila,Ar-condicionado digital de 2 zonas,7 lugares,Garantia de 1 ano,Assistente de descida,Para-choque na cor do veículo,Cluster digital,Computador de bordo digital,Chave canivete,Descanso de braço na primeira fileira,Tração dianteira,Vidros elétricos traseiros one touch,Vidros elétricos dianteiros one touch,Pneus de uso misto,Encomenda,Vidros elétricos dianteiros antiesmagamento,Vidros elétricos traseiros antiesmagamento,Airbag de joelho,Airbag de capô,Android auto sem fio,Apple carplay,Apple carplay sem fio,Câmera 360º,Seta no retrovisor,Sistema de conectividade,Rodas de aço com calotas,Android auto,Teto panorâmico,Kit multimídia com tv,Toca fitas,Mylink,Trava multilock,Airbags traseiros,Friso lateral,Caçamba de fibra,Auto hold,Ancoragem de cadeiras infantis,Farol de milha,Barras longitudinais no teto,Estepe integral,Tração traseira,Kit gnv,Apoio de cabeça para passageiros da segunda fileira,Partida por botão,Certificado,Faróis de xenônio,Estepe temporário,Pneus run flat,Leitor de placa,Assistente de manutenção de faixa,Faróis com projetor,Alerta de mudança de faixa,Capa de banco,Tração 4x4 reduzida,Entrada usb no banco de trás,Alerta de cinto para todos os ocupantes	,Lanternas traseiras de led,Sensor crepuscular,Banco do passageiro com ajuste elétrico,Veículo alienado,Bancos dianteiros com aquecimento,Pneus de uso off-road,Park assist paralelo,Calha de chuva,Freio a disco dianteiro,Ar quente (ar-condicionado),Model year
Renault,Duster,1.6 16V Expression (flex),67900,Salvador - BA,Flex,70000,Manual,Branco,SUV,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,1.6,120 (E) / 118 (G),16.213488 (E) / 16.213488 (G),N/C,11.8 (E),7.5 (E) / 11.1 (G),7.9 (E) / 11.4 (G),dianteira,Não,Não,Não,Dois freios à disco com dois discos ventilados,Não,1683.0,1822.0,4329.0,1214.0,50.0,2674.0,475.0,5.0,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2020
Jeep,Compass,2.0 Longitude 4x2 (Aut) (Flex),101900,Salvador - BA,Flex,25678,Manual,Azul,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,2.0,166 (E) / 159 (G),20.496296 (E) / 19.884466 (G),189 (E) / 188 (G),10.6 (E),6.1 (E) / 8.8 (G),7.5 (E) / 10.8 (G),dianteira,Não,Não,Não,Quatro freios à disco com dois discos ventilados,Não,1638.0,1819.0,4416.0,1546.0,60.0,2636.0,410.0,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2019
Renault,Sandero Stepway,1.6 8V Easy-R (Flex),49990,Salvador - BA,Flex,96358,Automática,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,1.6,106 (F) / 98 (G),15.499686 (F) / 14.47997 (G),169 (F) / 167 (G),11.4 (F),6.2 (F) / 9.6 (G),12.8 (F),dianteira,Não,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1559.0,1761.0,4066.0,1107.0,50.0,2590.0,320.0,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2017
Citroën,C4 Lounge,Tendance 2.0i,43990,Salvador - BA,Flex,88930,Manual,Prata,Sedan,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,2.0,151 (E),21.719955 (E),211 (E),9.5 (E),6.1 (E),7.7 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1505.0,1789.0,4621.0,1380.0,60.0,2710.0,450.0,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2014
Renault,Duster,1.6 16V Dynamique (Flex),49790,Salvador - BA,Flex,120000,Manual,Branco,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,1.6,115 (E) / 110 (G),15.499686 (E) / 15.0918 (G),163 (E) / 165 (G),11.9 (E),6.7 (E) / 10 (G),10.7 (E),dianteira,Não,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1690.0,1822.0,4315.0,1258.0,50.0,2673.0,475.0,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2014
Volkswagen,Saveiro,Robust 1.6 MSI CS (Flex),54900,Salvador - BA,Flex,65000,Manual,Branco,Picapes,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,1.6,104 (E) / 101 (G),15.601658 (E) / 15.397715 (G),176 (E) / 174 (G),10.5 (E),7.5 (E) / 10.8 (G),12.4 (E),dianteira,Não,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo braços triangulares, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1521.0,1713.0,4474.0,1025.0,55.0,2752.0,Não,2.0,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2019
Ford,Focus Hatch,SE Plus 2.0 PowerShift,59690,Salvador - BA,Flex,64500,Automática,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,2.0,178 (E) / 175 (G),22.5 (E) / 21.5 (G),197 (E) / 192 (G),12.2 (E),6.7 (E) / 9.7 (G),13 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo multibraço e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1469.0,1823.0,4360.0,1375.0,55.0,2648.0,316.0,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2017
Peugeot,308,Active 1.6 16v (Flex),36700,Salvador - BA,Flex,73890,Manual,Branco,Hatch,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,1.6,122 (E) / 115 (G),16.31546 (E) / 15.499686 (G),196 (E) / 191 (G),10.3 (E),N/C,N/C,dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção e traseira com barra estabilizadora, roda tipo independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1498.0,1815.0,4276.0,1302.0,60.0,2608.0,430.0,5.0,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2014
Fiat,Doblò,Essence 1.8 7L (Flex),62990,Salvador - BA,Flex,172212,Manual,Branco,Monovolume,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1.7,132 (E) / 130 (G),18.9 (E) / 18.4 (G),167 (E) / 165 (G),12.7 (E),6.4 (E) / 9.3 (G),10.2 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção e traseira com barra estabilizadora, roda tipo semi-independente e molas feixe de lâminas.",Dois freios à disco com dois discos ventilados.,Não,1834.0,1722.0,4252.0,1463.0,60.0,2566.0,665.0,7.0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2018
Peugeot,2008,Griffe 1.6 16V (Aut) (Flex),59790,Salvador - BA,Flex,57000,Automática,Preto,SUV,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Sim,1.6,122 (E) / 115 (G),16.3 (E) / 15.5 (G),177 (E) / 171 (G),11.9 (E),6.8 (E) / 9.4 (G),11 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Quatro freios à disco com dois discos ventilados.,Não,1583.0,1739.0,4159.0,1086.0,55.0,Não,355.0,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2017
Ford,Fiesta Sedan,SEL 1.6 (Aut.),58990,Salvador - BA,Flex,72437,Automática,Branco,Sedan,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1.6,112 (E) / 106 (G),15.805601 (E) / 14.785885 (G),N/C,- (E) / 11.7 (G),N/C,N/C,dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção e traseira com barra estabilizadora, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1490.0,1760.0,4200.0,1128.0,45.0,2488.0,478.0,5.0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2017
Chevrolet,S10 Cabine Dupla,S10 LT 2.5 4x2 (Cab Dupla) (Flex),96990,Salvador - BA,Flex,83000,Manual,Branco,Picapes,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2.5,206 (E) / 197 (G),27.3 (E) / 26.3 (G),163 (E) / 163 (G),9.1 (E),6.3 (E),8.2 (E),traseira,Não,"Suspensão tipo braços triangulares e dianteira com barra estabilizadora, roda tipo independente e molas torção.",Não,Dois freios à disco com dois discos ventilados.,Não,1788.0,1882.0,5347.0,1979.0,80.0,3096.0,Não,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2015
Fiat,Palio,Fire Economy 1.0 8V (Flex),28700,Salvador - BA,Flex,119890,Manual,Prata,Hatch,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,1.0 Fire Flex,73 (G) / 75 (E),9.5 (G) / 9.9 (E),156 (G) / 157 (E),15.8 (G) / 15.2 (E),14.2 (G) / 10 (E),13.9 (G),Dianteira,Não,"Macpherson com rodas independentes, braços oscilantes inferiores transversais","Rodas independentes, braços oscilantes longitudinais e barra estabilizadora",Disco ventilado,Tambor,1433.0,1620.0,3827.0,Não,48.0,2373.0,290.0,5.0,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2012
Nissan,March,1.0 12V Flexstart (Flex),41700,Salvador - BA,Flex,59800,Manual,Branco,Hatch,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,1.0,77 (E) / 74 (G),10.0 (E) / 10 (G),167 (E),15 (E),8.8 (E) / 12.9 (G),15.1 (E),dianteira,Não,"Suspensão tipo McPherson e dianteira com barra estabilizadora, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1528.0,1675.0,3827.0,950.0,41.0,2450.0,265.0,5.0,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2017
Fiat,Uno,Vivace 1.0 8V (Flex) 4p,29900,Salvador - BA,Flex,86862,Manual,Branco,Hatch,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,1.0,75 (E) / 73 (G),9.891247 (E) / 9.483361 (G),151 (E) / 151 (G),13.8 (E),8.3 (E) / 12.3 (G),14.5 (E),dianteira,Não,"Suspensão tipo McPherson, roda tipo independente e molas helicoidal.","Suspensão tipo eixo de torção, roda tipo semi-independente e molas helicoidal.",Dois freios à disco com dois discos ventilados.,Não,1480.0,1636.0,3770.0,895.0,48.0,2376.0,290.0,5.0,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,2014
